MKEY,KEY,Mcode,Code,Industry,YEAR,IndustryY,RPA,TMP,POST,POST_RPA,BIG4,Asset,Asset_1,Debt,Equity,CA,CL,SLTD,PPE,Cash,S,S_1,S_2,OPCOST,EXP,RD,ADV,RE,EBIT,CFO,NI_Ctd,CYCLE,CYCLE_1,MV,COGS,INV,INV_1,INST_1,TotalSales,MarketShare,IndustryY_Count,LEV,OCF,MTB,INST,NOA,ZSCORE,LGTA,ROA,MS,Median_ROA,ADJROA,AC,A1,A2,A3,A4,PROD,R1,R2,R3,R4,R5,DA,DA1,ABCFO,ABPROD,ABOPCOST,ABEXP,Code_Count
27262018,57032018,2726,5703,M2700,2018,2018M2700,1,0,0,0,0,1454755,1432379,628891,825864,421818,0.205144509,289997,916246,261501,823919,896079,979239,0.428586289,0.186364084,0,0.026426141,148329,-52553,23769,-57031,8.77,8.77,1791095,612913,8424,7439,0.5136,143235575,0.575219529,39,0.432300284,0.016594072,2.168752967,0.5136,0.596462249,2.646658744,14.19034806,-0.03981558,0.575219529,0.027493935,-0.067309515,-0.056409651,6.98E-07,-0.050377728,0.639667295,-0.03981558,0.428586289,6.98E-07,0.575210192,-0.050377728,-0.05805726,0.625587921,0.004664635,0.008243265,-0.04564155,0.101552058,0.101306763,-0.051557943,6
27262019,57032019,2726,5703,M2700,2019,2019M2700,1,0,0,0,0,2165801,1454755,1362123,803678,448889,0.213050968,283000,850223,292917,827373,823919,896079,0.411911971,0.177659468,0,0.031041622,122705,-19317,166755,-30899,10.42,10.42,1819190,596240,11415,8424,0.5579,145270788,0.569538454,40,0.628923433,0.114627549,2.263580688,0.5579,0.545632082,1.481949672,14.58830083,-0.021240003,0.569538454,0.017806761,-0.039046764,-0.135867552,6.87E-07,0.002374283,0.584444116,-0.021240003,0.411911971,6.87E-07,0.568737004,0.002374283,-0.049602854,0.566362721,-0.007623827,-0.008831498,-0.007926301,0.110463807,0.11023569,-0.069349768,6
27262020,57032020,2726,5703,M2700,2020,2020M2700,1,0,0,0,0,1371350,2165801,723128,648222,519902,0.39055748,468000,766567,414404,296299,827373,823919,0.126199037,0.05917672,0,0.050111543,-30057,-79381,-81843,-67227,8.06,8.06,1531210,273891,10846,11415,0.5677,100587292,0.29456902,43,0.527311044,-0.03778879,2.362169133,0.5677,0.324045469,1.71978605,14.13130621,-0.031040248,0.29456902,0.003498653,-0.034538901,0.006748542,4.62E-07,-0.245209047,0.353941567,-0.031040248,0.126199037,4.62E-07,0.136808045,-0.245209047,0.001594791,0.382017092,0.086016637,0.087019086,-0.05186551,0.027182448,0.026901754,-0.111584344,6
27262021,57032021,2726,5703,M2700,2021,2021M2700,1,1,1,1,0,1050759,1371350,539770,510989,272452,0.372376539,275000,708187,172623,211240,296299,827373,0.173049185,0.080747439,0,0.036053778,-153309,-116861,-49871,-124188,17.92,17.92,2261696,237471,10686,10846,0.5673,90809938,0.232617712,44,0.513695338,-0.036366354,4.426114848,0.5673,0.447271667,2.45497389,13.86502332,-0.090558938,0.232617712,-0.013794411,-0.076764527,-0.054192584,7.29E-07,-0.062025741,0.51641594,-0.090558938,0.173049185,7.29E-07,0.154037992,-0.062025741,-0.387263645,0.216063733,0.0027271,0.031742535,-0.033972385,0.068474495,0.068214051,-0.02947986,6
27262022,57032022,2726,5703,M2700,2022,2022M2700,1,0,1,1,0,947828,1050759,505693,442135,203484,0.386115413,258051,664365,103022,252676,211240,296299,0.218350735,0.103123552,0,0.050277826,-240888,-80964,-45521,-85395,15.32,15.32,1404780,230462,9658,10686,0.5673,103891995,0.243210269,44,0.533528235,-0.043322018,3.177264863,0.5673,0.568316807,1.553269278,13.76192833,-0.081269825,0.243210269,0.00929659,-0.090566415,-0.037947807,9.52E-07,0.039434352,0.632271529,-0.081269825,0.218350735,9.52E-07,0.240469984,0.039434352,-0.080950056,0.201035632,0.031068112,0.060662978,-0.058669387,0.059785713,0.059529785,-0.0388787,6
26362017,56092017,2636,5609,M2600,2017,2017M2600,1,0,0,0,1,4211812,4247754,2309879,1901933,3365816,0.506993902,674319,633305,1118440,17533280,16158469,15548518,3.55134431,0.510124174,0,0.03553123,702941,278629,424759,219159,12.7,12.7,2709000,15085237,0,0,0.1837,845084610,2.074736635,28,0.5484288,0.099996139,1.424340395,0.1837,0.343195957,6.277486036,15.25340352,0.051594089,2.074736635,0.027577455,0.024016634,-0.04840205,2.35E-07,0.323655984,0.149091732,0.051594089,3.55134431,2.35E-07,4.127658993,0.323655984,0.143593767,3.80400301,-0.033723327,-0.030418696,0.011672461,0.029586549,0.029720837,0.055394677,6
26362018,56092018,2636,5609,M2600,2018,2018M2600,1,0,0,0,1,4581535,4211812,2491935,2089600,3730979,0.53218059,640025,629148,1214897,18444415,17533280,16158469,3.782431172,0.529120483,0,0.036356371,805267,321978,250453,269024,11.66,11.66,2463300,15930889,0,0,0.1824,921332567,2.00192804,28,0.543908319,0.05946443,1.178838055,0.1824,0.359638085,6.074126536,15.33754465,0.063873696,2.00192804,0.022954452,0.040919244,0.004409266,2.37E-07,0.216328507,0.149377038,0.063873696,3.782431172,2.37E-07,4.37921137,0.216328507,0.326417941,4.162882864,-0.097129705,-0.100073581,0.02912232,-0.028559802,-0.028568941,0.041760815,6
26362019,56092019,2636,5609,M2600,2019,2019M2600,1,1,1,1,1,5208519,4581535,2982043,2226476,4075487,0.537038072,709592,608305,1714775,17803331,18444415,17533280,3.239989872,0.535955308,0,0.041891486,1020715,514537,922025,405121,10.35,10.35,3540600,14844127,0,0,0.1717,963786569,1.847227547,28,0.572531846,0.201248053,1.590225989,0.1717,0.266568519,5.669817839,15.46580611,0.088424731,1.847227547,0.019302816,0.069121915,-0.112823322,2.18E-07,-0.139927775,0.132773186,0.088424731,3.239989872,2.18E-07,3.885887808,-0.139927775,0.198871121,4.025815584,-0.029328036,-0.03322702,-0.055426958,-0.023975819,-0.024132713,0.049229352,6
26362020,56092020,2636,5609,M2600,2020,2020M2600,1,1,1,1,1,6694200,5208519,3815123,2879077,5374891,0.534000926,700592,561771,2856190,22948845,17803331,18444415,3.688552926,0.483260021,0,0.032667483,1934470,1264319,1972095,1101305,7.54,7.54,8353800,19211898,0,0,0.1896,841502081,2.727128728,28,0.569914702,0.378628743,2.901554908,0.1896,0.138903016,6.733293604,15.71675204,0.211443022,2.727128728,0.020662207,0.190780816,-0.16718572,1.92E-07,0.987903471,0.107856187,0.211443022,3.688552926,1.92E-07,4.406021174,0.987903471,-0.12308374,3.418117703,-0.102616894,-0.082742862,0.072448235,-0.012088089,-0.012235882,0.064989964,6
26362021,56092021,2636,5609,M2600,2021,2021M2600,1,1,1,1,1,9746567,6694200,5311593,4434974,8499242,0.524080633,676592,544456,3438978,38986916,22948845,17803331,4.95422769,0.467771205,0,0.025100062,3485623,2741581,1604191,2357631,-1.06,-1.06,14356440,33164591,0,0,0.2479,1541461552,2.529217544,29,0.544970655,0.239638941,3.237096768,0.2479,0.249856294,8.097128085,16.09242568,0.352190105,2.529217544,0.068461607,0.283728497,0.112551164,1.49E-07,2.39581593,0.081332497,0.352190105,4.95422769,1.49E-07,5.823984345,2.39581593,0.768652565,3.428168414,0.156034061,0.102632527,-0.223476525,0.122031011,0.122184052,0.005658975,6
26362022,56092022,2636,5609,M2600,2022,2022M2600,1,1,1,1,1,10522869,9746567,4398128,6124741,9046631,0.397118599,430000,560326,5809475,41174810,38986916,22948845,3.614998902,0.345375351,0,0.026588052,4644353,2853148,3785797,2540195,0.35,0.35,9498384,35233829,0,0,0.3603,1841241202,2.236252912,30,0.417959019,0.388423637,1.550822149,0.3603,0.076464462,7.752983543,16.16906145,0.260624587,2.236252912,0.059815688,0.200808899,-0.12779905,1.03E-07,0.224478424,0.057489576,0.260624587,3.614998902,1.03E-07,4.224544909,0.224478424,1.645509747,4.000066485,-0.043972636,-0.038366747,-0.167223532,0.166055871,0.166313397,0.034824996,6
26152017,26182017,2615,2618,M2600,2017,2017M2600,1,0,0,0,1,228207228,217663404,163997720,64209508,69002340,0.264795329,98187279,135017379,41685780,163561731,144679665,137168544,0.654073218,0.05742359,0,0,8672249,9978558,17651466,6310934,15.51,15.51,66149167,142367803,0,0,0.6789,845084610,19.3544799,28,0.718635082,0.08109524,1.030208283,0.6789,0.554576492,1.519075168,19.24576467,0.028994006,19.3544799,0.027577455,0.00141655,-0.052101234,4.59E-09,0.086748924,0.620303535,0.028994006,0.654073218,4.59E-09,0.751443412,0.086748924,0.034507964,0.664694489,0.002572791,-0.010589415,0.020045744,0.042493355,0.042254205,-0.014355161,6
26152018,26182018,2615,2618,M2600,2018,2018M2600,1,0,0,0,1,241193903,228207228,171074168,70119735,75996433,0.25258879,97985229,143960512,48278874,179907332,163561731,144679665,0.691431395,0.057967323,0,0,12344382,11158158,24090624,7214513,9.4,9.4,74055975,157789642,0,0,0.6706,921332567,19.52686125,28,0.709280649,0.105564684,1.056135979,0.6706,0.525075788,1.608055128,19.30111174,0.031613867,19.52686125,0.022954452,0.008659415,-0.073950817,4.38E-09,0.071626132,0.630832394,0.031613867,0.691431395,4.38E-09,0.788350718,0.071626132,0.082740876,0.716724586,-0.055261406,-0.053620067,0.065032783,0.00832664,0.008320031,-0.014610374,6
26152019,26182019,2615,2618,M2600,2019,2019M2600,1,1,1,1,1,356251694,241193903,278109678,78142016,77199776,0.23141424,99884941,138646890,51534519,181275258,179907332,163561731,0.656932539,0.055492315,0,0,12117248,11457187,37154031,4851875,7.75,7.75,66736574,158448123,0,0,0.6901,963786569,18.80865161,28,0.780655033,0.154042165,0.854042133,0.6901,0.524442933,1.066607151,19.69114804,0.020116076,18.80865161,0.019302816,0.00081326,-0.133926089,4.15E-09,0.005671478,0.574835799,0.020116076,0.656932539,4.15E-09,0.751574794,0.005671478,0.067769545,0.745903316,-0.067189484,-0.067627365,0.062305911,0.014899676,0.014931755,-0.021864375,6
26152020,26182020,2615,2618,M2600,2020,2020M2600,1,0,1,1,1,329567255,356251694,252907726,76659529,55932512,0.137857006,115007303,133221419,40869190,89048776,181275258,179907332,0.225940458,0.02634157,0,0,7827138,708868,5370613,-3276719,11.87,11.87,63824432,80491671,0,0,0.7252,841502081,10.5821219,28,0.767393369,0.015075333,0.832570104,0.7252,0.423289614,0.665622264,19.613291,-0.009197764,10.5821219,0.020662207,-0.029859971,-0.024273097,2.81E-09,-0.258880122,0.373953082,-0.009197764,0.225940458,2.81E-09,0.249960288,-0.258880122,0.003839774,0.50884041,0.006718327,0.01447111,-0.101352434,0.013198353,0.013088695,-0.022315351,6
26152021,26182021,2615,2618,M2600,2021,2021M2600,1,0,1,1,1,325314050,329567255,232606692,92707358,65182413,0.143361844,106736421,136413683,48256204,103872359,89048776,181275258,0.256541673,0.027207739,0,0,14503880,11802155,34974953,6680261,23.16,23.16,144977712,84547735,0,0,0.6615,1541461552,6.738563078,29,0.715021967,0.106123871,1.563820986,0.6615,0.458745742,1.11584384,19.60030158,0.020269796,6.738563078,0.068461607,-0.048191812,-0.085854076,3.03E-09,0.044978932,0.413917587,0.020269796,0.256541673,3.03E-09,0.315178032,0.044978932,-0.279841157,0.270199101,-0.003499256,-0.016761693,-0.080600883,0.188432286,0.188376008,-0.003508133,6
26152022,26182022,2615,2618,M2600,2022,2022M2600,1,0,1,1,1,319531787,325314050,223291749,96240038,84726886,0.242928006,76319776,123604287,67410754,138068607,103872359,89048776,0.363822949,0.030474857,0,0,20610902,13263517,63151601,7823616,12.46,12.46,150889292,118356717,0,0,0.595,1841241202,7.498670291,30,0.698809189,0.194125034,1.56784323,0.595,0.323223236,1.383022997,19.58236732,0.024049425,7.498670291,0.059815688,-0.035766262,-0.170075608,3.07E-09,0.105117649,0.379953731,0.024049425,0.363822949,3.07E-09,0.424416366,0.105117649,0.045566993,0.319298718,-0.105151796,-0.114831217,0.01720767,0.04754486,0.047602651,0.009555714,6
26102017,26092017,2610,2609,M2600,2017,2017M2600,1,0,0,0,1,132876410,136043426,106366810,26509600,26887325,0.333698826,83478223,80987285,12806622,131077812,115400150,127559424,0.915756025,0.044244777,0,0.039548577,-1565150,2446244,1916039,491866,-20.85,-20.85,26714776,124582587,0,0,0.499,845084610,15.51061402,28,0.800494309,0.014084025,1.007739687,0.499,0.714339559,1.424238557,18.70493001,0.003615507,15.51061402,0.027577455,-0.023961948,-0.010468518,7.35E-09,0.115240129,0.595304657,0.003615507,0.915756025,7.35E-09,0.963499787,0.115240129,-0.089377887,0.848259658,0.042274897,0.049295964,-0.048890511,0.038703173,0.038488001,-0.050328245,6
26102018,26092018,2610,2609,M2600,2018,2018M2600,1,1,1,1,1,139973099,132876410,119678355,20294744,34639473,0.33932683,95699267,78371995,17399750,141832929,131077812,115400150,1.067087123,0.046182622,0,0.037692368,-7131851,-5250697,-3097289,-6306356,-18.16,-18.16,20442611,141790706,0,0,0.5362,921332567,15.39432492,28,0.855009683,-0.023309548,1.007285975,0.5362,0.741999735,1.21761921,18.75696081,-0.047460313,15.39432492,0.022954452,-0.070414765,-0.024150765,7.53E-09,0.080940755,0.589811201,-0.047460313,1.067087123,7.53E-09,1.067404884,0.080940755,0.117986797,0.986464129,-0.012478312,-0.031024476,-0.066003675,0.150372813,0.150359338,-0.059072902,6
26102019,26092019,2610,2609,M2600,2019,2019M2600,1,1,1,1,1,191001839,139973099,173919640,17082199,35818085,0.320673897,91383610,72258682,17177339,149181262,141832929,131077812,1.022385709,0.047257595,0,0.037044458,-11462514,395139,11193575,-3997896,-12.41,-12.41,18755625,143106496,0,0,0.6111,963786569,15.47866165,28,0.910565264,0.079969473,1.097963149,0.6111,0.652185818,0.993592905,19.06779361,-0.028561888,15.47866165,0.019302816,-0.047864704,-0.108531361,7.14E-09,0.05249818,0.516232637,-0.028561888,1.022385709,7.14E-09,1.065785233,0.05249818,0.076837029,1.013287053,-0.055160577,-0.051894951,-0.014260769,0.087444272,0.087520855,-0.063829767,6
26102020,26092020,2610,2609,M2600,2020,2020M2600,1,1,1,1,1,194975985,191001839,158641133,36334852,46261219,0.306444683,74543689,73663236,24518721,151276683,149181262,141832929,0.655451108,0.036573883,0,0.038933621,1660919,19710340,35042626,12186788,-10.82,-10.82,92654114,125192367,0,0,0.6076,841502081,17.97698264,28,0.813644475,0.18346748,2.550006644,0.6076,0.452141301,1.756548693,19.08838696,0.063804558,17.97698264,0.020662207,0.043142352,-0.119662921,5.24E-09,0.010970685,0.385667679,0.063804558,0.655451108,5.24E-09,0.792016893,0.010970685,0.038472577,0.781046208,-0.077204399,-0.042950499,0.068066158,-0.016839741,-0.016808212,-0.047453525,6
26102021,26092021,2610,2609,M2600,2021,2021M2600,1,1,1,1,1,384415884,194975985,150093218,234322666,226556919,0.190514716,19121214,73895469,57448678,333687395,151276683,149181262,0.618313763,0.05116404,0,0.024603375,169070638,204949350,209857288,165601881,-16.36,-16.36,422544584,120556335,0,0,0.6427,1541461552,21.64746792,29,0.390444891,1.076323774,1.803259545,0.6427,1.005227398,5.639505047,19.76723556,0.849345015,21.64746792,0.068461607,0.780883408,-0.226978758,5.13E-09,0.935554766,0.378997798,0.849345015,0.618313763,5.13E-09,1.711428179,0.935554766,0.010747072,0.775873413,-0.138126297,-0.05132452,0.589397903,-0.466524042,-0.466425401,-0.050792299,6
26102022,26092022,2610,2609,M2600,2022,2022M2600,1,0,1,1,1,508148780,384415884,164362817,343785963,338579023,0.149425164,14745202,75777886,149427959,375899874,333687395,151276683,0.379094,0.029592476,0,0.024721876,280077242,236018505,210067260,181015569,-35.76,-35.76,228732812,145729755,0,0,0.5367,1841241202,20.41556932,30,0.323454121,0.546458325,0.665334937,0.5367,0.543950484,4.67866526,20.04628484,0.470884728,20.41556932,0.059815688,0.41106904,-0.075573597,2.60E-09,0.109809404,0.197124753,0.470884728,0.379094,2.60E-09,0.977846883,0.109809404,0.474513982,0.868037479,-0.008744657,0.017291906,0.314544881,-0.259265404,-0.259005078,-0.034372867,6
26082017,26072017,2608,2607,M2600,2017,2017M2600,1,0,0,0,1,33092511,33800742,11401646,21690865,5429946,0.071610794,6791366,24476292,3195928,7554009,7472097,7348665,0.190495315,0.007547438,0,0.003457899,6207985,1255279,2515035,884258,21.53,21.53,15100045,6438883,0,0,0.5617,845084610,0.893876058,28,0.344538557,0.074407686,0.696147664,0.5617,0.748099051,1.607604303,17.31481756,0.026160905,0.893876058,0.027577455,-0.00141655,-0.048246781,2.96E-08,0.002423379,0.724134754,0.026160905,0.190495315,2.96E-08,0.223486484,0.002423379,0.003651754,0.221063106,0.012500254,-0.004575859,0.019242737,0.010782108,0.010524907,-0.007958708,6
26082018,26072018,2608,2607,M2600,2018,2018M2600,1,0,0,0,1,33219084,33092511,10688407,22530677,6066455,0.072809292,6429757,23760904,3817780,7742438,7554009,7472097,0.196498416,0.008026408,0,0.003742878,6777336,1320040,2582685,870248,27.58,27.58,14406404,6502626,0,0,0.5637,921332567,0.840352146,28,0.321755019,0.078044395,0.639412833,0.5637,0.759768698,1.677687931,17.31863509,0.02629743,0.840352146,0.022954452,0.003342978,-0.051746965,3.02E-08,0.005694007,0.718014538,0.02629743,0.196498416,3.02E-08,0.233963449,0.005694007,0.002475243,0.228269441,-0.000242087,0.004946573,0.028216997,-0.025591337,-0.025652105,-0.004934664,6
26082019,26072019,2608,2607,M2600,2019,2019M2600,1,0,0,0,1,35011802,33219084,12189026,22822776,6121815,0.077215392,5906164,23682974,3624242,7730682,7742438,7554009,0.197128705,0.007972405,0,0.003727744,7194980,1266703,2737893,845274,28.99,28.99,15313473,6548435,0,0,0.568,963786569,0.802115556,28,0.348140493,0.08241928,0.670973286,0.568,0.755731194,1.591515817,17.37119576,0.025445434,0.802115556,0.019302816,0.006142617,-0.056973847,3.01E-08,-0.000353893,0.712932783,0.025445434,0.197128705,3.01E-08,0.232718097,-0.000353893,0.005672312,0.23307199,0.017977125,0.016991507,0.012122447,-0.012472695,-0.012550465,-0.003904544,6
26082020,26072020,2608,2607,M2600,2020,2020M2600,1,1,1,1,1,35071774,35011802,11722157,23349617,6947311,0.100293644,5472481,22677070,3958673,6966387,7730682,7742438,0.170680047,0.007014406,0,0.003850202,7535961,971025,2785172,682563,29.81,29.81,21609605,5975816,0,0,0.5936,841502081,0.827851429,28,0.334233364,0.079549519,0.925480062,0.5936,0.710144111,1.934616525,17.37290721,0.019495226,0.827851429,0.020662207,-0.00116698,-0.060054293,2.86E-08,-0.021829639,0.647697882,0.019495226,0.170680047,2.86E-08,0.198972535,-0.021829639,-0.000335772,0.220802174,-0.008600564,-0.011802909,0.032677178,0.004786614,0.004745648,-0.002753836,6
26082021,26072021,2608,2607,M2600,2021,2021M2600,1,0,1,1,1,41805280,35071774,14074327,27730953,11651185,0.089356081,6842416,24246163,3654637,8880226,6966387,7730682,0.214616518,0.011227291,0,0.012847196,8358044,1294301,2903283,1083357,27.72,27.72,31267231,7526982,0,0,0.596,1541461552,0.576091307,29,0.336663862,0.082781185,1.127520969,0.596,0.88158449,2.261875655,17.54853321,0.030889712,0.576091307,0.068461607,-0.037571895,-0.051891473,2.85E-08,0.05456921,0.691329814,0.030889712,0.214616518,2.85E-08,0.253201506,0.05456921,-0.021792311,0.198632296,0.034424272,0.011757439,-0.122102358,0.094152845,0.094128718,-0.006794119,6
26082022,26072022,2608,2607,M2600,2022,2022M2600,1,0,1,1,1,42047855,41805280,12227332,29820523,11037247,0.069231356,4919863,16328064,4285525,17586956,8880226,6966387,0.313057537,0.031043423,0,0.031269823,11517449,4266441,4959814,3670632,30.63,30.63,29666520,13087458,0,0,0.5691,1841241202,0.955168502,30,0.290795618,0.118640851,0.994835671,0.5691,0.728493171,2.907316195,17.55431893,0.087803072,0.955168502,0.059815688,0.027987384,-0.030837779,2.39E-08,0.208268668,0.390574205,0.087803072,0.313057537,2.39E-08,0.420687435,0.208268668,0.045779839,0.212418766,0.051814919,0.044849464,-0.089175619,0.071827398,0.072020322,0.018328533,6
25342017,25152017,2534,2515,M2500,2017,2017M2500,1,0,0,0,1,38029290,39169074,18002932,20026358,28942303,0.359584126,7975778,3435858,1909205,9782245,9504094,15681649,0.212917594,0.019405769,0.002578856,0.013893845,4935084,440861,-494873,270357,746.55,746.55,12553372,8635534,17094008,17389757,0.3148,326072512,3.000021357,82,0.473396479,-0.012634279,0.626842484,0.3148,0.666161549,1.808804991,17.45386721,0.006902308,3.000021357,0.018959883,-0.012057576,0.019536586,2.55E-08,0.007101291,0.087718643,0.006902308,0.212917594,2.55E-08,0.249744097,0.007101291,-0.157715115,0.242642805,0.017784494,0.031804788,-0.025331325,0.075234219,0.07432437,-0.004948625,6
25342018,25152018,2534,2515,M2500,2018,2018M2500,1,0,0,0,1,39790804,38029290,19796485,19994319,30416617,0.355007579,9709985,3419553,1040835,11062421,9782245,9504094,0.279668461,0.018453198,0.002024783,0.008309121,5034451,284470,-887749,356435,731.07,731.07,10900001,10008122,17721479,17094008,0.3059,415271728,2.663899383,82,0.497514074,-0.023343823,0.545154901,0.3059,0.753720856,1.726396414,17.49914639,0.009372644,2.663899383,0.018600293,-0.009227649,0.032716467,2.63E-08,0.033662895,0.089918928,0.009372644,0.279668461,2.63E-08,0.290892126,0.033662895,0.007314126,0.25722923,0.026272304,0.050717573,-0.030796974,0.03521585,0.034452905,-0.006705176,6
25342019,25152019,2534,2515,M2500,2019,2019M2500,1,0,0,0,1,43224174,39790804,23199616,20024558,35382398,0.383236473,11015068,3312312,2675471,12590753,11062421,9782245,0.380770089,0.017508166,0.001714909,0.009106604,5080690,620538,94514,307844,623.76,623.76,11910394,11381823,21490804,17721479,0.2883,374208506,3.364635704,82,0.536727804,0.002375272,0.594789358,0.2883,0.712831915,1.79355245,17.58191048,0.007736561,3.364635704,0.02097747,-0.013240908,0.005361289,2.51E-08,0.038409176,0.083243153,0.007736561,0.380770089,2.51E-08,0.316423689,0.038409176,0.03217266,0.278014513,-0.024231391,0.00475917,0.010599264,0.072317222,0.071475927,-0.006904972,6
25342020,25152020,2534,2515,M2500,2020,2020M2500,1,1,1,1,1,42108717,43224174,21693175,20415542,33789293,0.385742577,9609188,3220082,2447681,13470962,12590753,11062421,0.289951405,0.0132102,0.001844634,0.006578669,5387899,964140,547234,598847,572.96,572.96,15308990,12524915,21498799,21490804,0.2671,427317151,3.152450579,82,0.515170647,0.012660369,0.749869389,0.2671,0.638000601,1.9609394,17.55576533,0.013854446,3.152450579,0.020079832,-0.006225386,0.001194077,2.31E-08,0.020363813,0.074497248,0.013854446,0.289951405,2.31E-08,0.311653428,0.020363813,0.03535827,0.291289615,-0.004589405,0.012079716,0.009033359,-0.008509997,-0.00936159,-0.013284315,6
25342021,25152021,2534,2515,M2500,2021,2021M2500,1,0,1,1,1,48088163,42108717,25159417,22928746,38754641,0.363334216,11636954,3210072,2995422,17196685,13470962,12590753,0.393928839,0.016588133,0.001576641,0.007782663,7676432,2628751,197010,2662176,541.57,541.57,13869945,16856799,21229838,21498799,0.2909,466392233,3.687172252,82,0.523193556,0.004678604,0.604915114,0.2909,0.749732603,2.059347391,17.68854661,0.063221494,3.687172252,0.038716782,0.024504712,0.05854289,2.37E-08,0.088478663,0.076232957,0.063221494,0.393928839,2.37E-08,0.408387769,0.088478663,0.020903249,0.319909106,0.005309839,0.005101919,0.006099106,-0.012620947,-0.015131532,-0.006691591,6
25342022,25152022,2534,2515,M2500,2022,2022M2500,1,0,1,1,1,45139896,48088163,22463672,22676224,35989828,0.320153928,11565268,3089497,4189543,15093372,17196685,13470962,0.258551153,0.01251466,0.002043148,0.006559502,7698310,1184947,-765801,805156,404.99,404.99,12461518,13715550,19947538,21229838,0.2973,442409127,3.411632147,82,0.49764563,-0.015924938,0.549541141,0.2973,0.624934436,1.949355238,17.62527703,0.01674333,3.411632147,0.020072046,-0.003328716,0.032668268,2.08E-08,-0.043738685,0.064246517,0.01674333,0.258551153,2.08E-08,0.313868758,-0.043738685,0.077476925,0.357607443,-0.010846867,-0.010362799,0.00944811,-0.07005108,-0.070637455,-0.009354218,6
24712017,24682017,2471,2468,M2330,2017,2017M2330,1,0,0,0,1,1562948,1498540,445171,1117777,1082626,0.281484733,0,250641,376245,1368706,1424592,1454524,0.814791731,0.101212514,0,0,360599,44297,92814,36920,76.92,76.92,787061,1181812,121179,81993,0.6822,80802985,1.693880492,34,0.284827774,0.061936285,0.704130609,0.6822,0.494836307,3.184269728,14.26208434,0.024637314,1.693880492,0.046440059,-0.021802745,-0.037298971,6.67E-07,-0.037293632,0.167256797,0.024637314,0.814791731,6.67E-07,0.91335967,-0.037293632,-0.019974108,0.950653303,-0.011901854,-0.004919401,0.014693099,0.161198259,0.160946945,-0.120907835,6
24712018,24682018,2471,2468,M2330,2018,2018M2330,1,0,0,0,1,1567110,1562948,438022,1129088,1104672,0.274236652,0,248245,196764,1658723,1368706,1424592,0.935927491,0.098675068,0,0,369455,52774,-56576,42486,73.4,73.4,759077,1470521,113464,121179,0.6779,90795506,1.826877863,34,0.279509415,-0.036198261,0.672292151,0.6779,0.596516327,3.385319971,14.26474372,0.027183246,1.826877863,0.063628289,-0.036445043,0.063381507,6.40E-07,0.185557677,0.15883126,0.027183246,0.935927491,6.40E-07,1.06127843,0.185557677,-0.035756788,0.875720753,0.047697475,0.051175395,-0.07339152,0.174646694,0.174366556,-0.137714744,6
24712019,24682019,2471,2468,M2330,2019,2019M2330,1,0,0,0,1,1908139,1567110,769810,1138329,1446640,0.396059721,99988,243243,101833,2219941,1658723,1368706,1.366844701,0.1056333,0,0,380085,57361,-132770,45940,40.68,40.68,874513,2009471,245989,113464,0.6836,106461637,2.085202767,35,0.40343497,-0.084722834,0.768242749,0.6836,0.7252101,3.132853274,14.46163898,0.029315109,2.085202767,0.073267395,-0.043952286,0.114037942,6.38E-07,0.358122914,0.155217566,0.029315109,1.366844701,6.38E-07,1.416582754,0.358122914,0.185064865,1.05845984,0.156139433,0.158620525,-0.237368707,0.36723321,0.366893575,-0.132147165,6
24712020,24682020,2471,2468,M2330,2020,2020M2330,1,0,0,0,1,1952647,1908139,814579,1138068,1485876,0.413998536,299986,302510,348819,2160998,2219941,1658723,1.038295952,0.091651604,0,0,383055,48461,-2378,38776,36.18,36.18,965462,1938854,288348,245989,0.6819,113382246,1.905940371,36,0.417166544,-0.00124624,0.848334194,0.6819,0.570836297,3.087524972,14.48469645,0.020321371,1.905940371,0.076005218,-0.055683848,0.021567611,5.24E-07,-0.030890307,0.158536668,0.020321371,1.038295952,5.24E-07,1.132516027,-0.030890307,0.294117986,1.163406335,0.056660613,0.054999559,-0.111635986,0.251859193,0.251622854,-0.117818484,6
24712021,24682021,2471,2468,M2330,2021,2021M2330,1,0,0,0,1,1858450,1952647,709686,1148764,1384114,0.371873873,169957,298155,343147,2148503,2160998,2219941,0.901027682,0.091570571,0,0,396481,58159,185651,44683,63.2,63.2,1014435,1916539,131198,288348,0.6781,128438743,1.6727842,38,0.381869838,0.095076581,0.883066496,0.6781,0.499616162,3.309388985,14.43525336,0.022883296,1.6727842,0.073711553,-0.050828257,-0.072193284,5.12E-07,-0.006399006,0.152692729,0.022883296,0.901027682,5.12E-07,1.10030282,-0.006399006,-0.030186204,1.106701826,-0.076205056,-0.072508166,0.018812892,0.149670712,0.149551235,-0.119738286,6
