代號,名稱,Year,Industry,Key,RPA,LN_RPA_Count,RPA_Count,Finance,KY,OS,Equity,Asset,NI,Price,MVE,BVE,Earnings,NetDiv,ADV,RD,ROA,S,SG,BM
1445,大宇,2019,M1400,14452019,0,0,0,0,0,132667,1675042,2028131,-40020,8.76,1162162.92,1675042,-40020,0,0.064690255,0.007521902,-4.65,1370531,-12.83,1.441314269
1445,大宇,2018,M1400,14452018,0,0,0,0,0,138667,1756762,2126967,-24521,7.1,984535.7,1756762,-24521,0,0.058523027,0.006404116,-3.97,1572270,-2.34,1.784355814
1445,大宇,2017,M1400,14452017,0,0,0,0,0,138667,1864050,2214807,-17493,7.38,1023362.46,1864050,-17493,13866,0.058263783,0.007347337,-3.69,1609971,-4.01,1.821495387
1446,宏和,2022,M1400,14462022,0,0,0,0,0,137710,1440636,4677845,-36644,37.7,5191667,1440636,-36644,0,0.123978035,0,7.8,155705,-19.42,0.277490062
1446,宏和,2021,M1400,14462021,0,0,0,0,0,137710,1533219,4339468,-20028,32.08,4417736.8,1533219,-20028,0,0.104732285,0,6.21,193226,-60.61,0.347059834
1446,宏和,2020,M1400,14462020,0,0,0,0,0,137710,1538654,4085885,2563,30.06,4139562.6,1538654,2563,0,0.073149501,0,-4.6,490557,-10.84,0.371694826
1446,宏和,2019,M1400,14462019,0,0,0,0,0,137710,1567404,4282709,288,28.48,3921980.8,1567404,288,0,0.052286833,0,13.1,550215,23.06,0.399646016
1446,宏和,2018,M1400,14462018,0,0,0,0,0,137710,1617249,3786599,-28486,27.72,3817321.2,1617249,-28486,0,0.049337433,0,-1.71,447125,-15.2,0.423660707
1446,宏和,2017,M1400,14462017,0,0,0,0,0,137710,1690309,3852544,-40994,24.28,3343598.8,1690309,-40994,0,0.031706682,0,0.58,527239,-42.85,0.505535832
1447,力鵬,2022,M1400,14472022,0,0,0,0,0,914487,10296633,19703197,-1785,8.03,7343330.61,10296633,-1785,0,0.01762384,0.00332503,-0.27,28501393,17.52,1.402174782
1447,力鵬,2021,M1400,14472021,0,0,0,0,0,914487,10603522,19756797,272454,7.69,7032405.03,10603522,272454,0,0.018483133,0.004526679,10.71,24252436,78.86,1.507808773
1447,力鵬,2020,M1400,14472020,0,0,0,0,0,914487,10429215,17844807,-444842,13.45,12299850.15,10429215,-444842,0,0.021173187,0.008266553,-0.38,13559461,-7,0.847913989
1447,力鵬,2019,M1400,14472019,0,0,0,0,0,914487,10000535,17913501,-233841,6.61,6044759.07,10000535,-233841,0,0.026031344,0.007977724,-4.78,14579347,-17.16,1.65441416
1447,力鵬,2018,M1400,14472018,0,0,0,0,0,914487,10539520,18813349,161948,7.31,6684899.97,10539520,161948,182897,0.021625446,0.006431802,-7.75,17599267,6.07,1.576615962
1447,力鵬,2017,M1400,14472017,0,0,0,0,0,914487,10849627,20393295,-131732,7.89,7215302.43,10849627,-131732,0,0.023389759,0.007117231,-9.18,16591706,16.17,1.503696776
1449,佳和,2022,M1400,14492022,0,0,0,0,0,80761,1580593,6127627,-83344,20.87,1685482.07,1580593,-83344,24231,0.0574369,0.027016887,-3.6,2484187,-10.83,0.937769098
1449,佳和,2021,M1400,14492021,0,0,0,0,0,113340,1466131,6356309,-153243,13.8,1564092,1466131,-153243,0,0.064768207,0.023982787,-0.13,2785873,44.41,0.937368774
1449,佳和,2020,M1400,14492020,0,0,0,0,0,83471,1084525,6364291,-351955,22.55,1882271.05,1084525,-351955,0,0.064207519,0.03283828,-0.71,1929151,-22.71,0.576178973
1449,佳和,2019,M1400,14492019,0,0,0,0,0,120000,709254,6410055,-249283,48.57,5828400,709254,-249283,0,0.048929709,0.024375714,7.97,2496050,1.5,0.121689314
1449,佳和,2018,M1400,14492018,0,0,0,0,0,120000,808489,5936685,-296110,13.86,1663200,808489,-296110,0,0.048552711,0.024158628,8.62,2459080,-7.8,0.486104497
1449,佳和,2017,M1400,14492017,0,0,0,0,0,120000,964907,5465405,-222069,16.24,1948800,964907,-222069,0,0.052165312,0.021352046,4.99,2667098,-11.32,0.495128797
1451,年興,2022,M1400,14512022,0,0,0,0,0,206690,7603071,9165792,445103,19.95,4123465.5,7603071,445103,412900,0.032502071,0.001916236,1.28,8695169,8.52,1.843854641
1451,年興,2021,M1400,14512021,0,0,0,0,0,198000,7425593,9050041,271287,20.51,4060980,7425593,271287,206960,0.035115178,0.002354957,0.05,8012461,14.15,1.828522426
1451,年興,2020,M1400,14512020,0,0,0,0,0,198000,7269509,9045576,-300606,18,3564000,7269509,-300606,118800,0.042929618,0.003709733,-3.21,7019373,-18.07,2.039705107
1451,年興,2019,M1400,14512019,0,0,0,0,0,198000,7200487,9346001,-71220,14.12,2795760,7200487,-71220,0,0.036654865,0.002957568,-7.14,8567512,-2.64,2.575502547
1451,年興,2018,M1400,14512018,0,0,0,0,0,198000,7660860,10064734,339102,22.03,4361940,7660860,339102,396000,0.039680328,0.002399334,-6.37,8799524,-2.63,1.75629651
1451,年興,2017,M1400,14512017,0,0,0,0,0,198000,7253351,10749721,318533,18.3,3623400,7253351,318533,297000,0.035103338,0.002926523,-18.26,9037004,-30.54,2.00180797
1452,宏益,2022,M1400,14522022,0,0,0,0,0,132641,2697577,2902664,129916,16.9,2241632.9,2697577,129916,106113,0.029898418,0.005519065,-9.17,1818424,-13.31,1.203398201
1452,宏益,2021,M1400,14522021,0,0,0,0,0,132641,2825818,3195884,214218,18.59,2465796.19,2825818,214218,265282,0.028970211,0.004975516,16.22,2097672,64.92,1.146006313
1452,宏益,2020,M1400,14522020,0,0,0,0,0,132641,2514111,2749971,60812,23.01,3052069.41,2514111,60812,92848,0.039231703,0.006344813,1.87,1271905,-33.69,0.823739785
1452,宏益,2019,M1400,14522019,0,0,0,0,0,132641,2494190,2699466,181865,13.89,1842383.49,2494190,181865,159169,0.032458561,0.005347373,-3.13,1918138,-9.98,1.353784385
1452,宏益,2018,M1400,14522018,0,0,0,0,0,132641,2507486,2786634,185644,15.3,2029407.3,2507486,185644,185697,0.029125467,0.004621161,3.36,2130850,0.79,1.23557553
1452,宏益,2017,M1400,14522017,0,0,0,0,0,132641,2461516,2695931,203183,13.96,1851668.36,2461516,203183,185697,0.030860326,0.004021085,1.8,2114106,7.11,1.329350359
1453,大將,2022,M2500,14532022,0,0,0,0,0,103633,1387000,1844308,-31942,13.93,1443607.69,1387000,-31942,31090,0.062183422,0,-2.6,248555,461.25,0.960787345
1453,大將,2021,M2500,14532021,0,0,0,0,0,100615,1399289,1893590,-7886,18.23,1834211.45,1399289,-7886,30184,0.060041548,0,39.67,44286,-79.82,0.762883145
1453,大將,2020,M1400,14532020,0,0,0,0,0,100615,1293259,1355776,19819,8.43,848184.45,1293259,19819,0,0.008773487,0,3.84,219411,390.19,1.524737927
1453,大將,2019,M1400,14532019,0,0,0,0,0,98642,1277958,1305577,-64973,7.43,732910.06,1277958,-64973,19728,0,0,-2.75,44760,58.29,1.743676434
1453,大將,2018,M1400,14532018,0,0,0,0,0,89675,1323374,1342556,-34696,7.64,685117,1323374,-34696,89674,0.082964964,0,-1.24,28277,-55.91,1.931602923
1453,大將,2017,M1400,14532017,0,0,0,0,0,89675,988137,1359389,-36248,7.77,696774.75,988137,-36248,0,0.044419841,0,15.49,64138,20.68,1.418158451
1454,台富,2022,M1400,14542022,0,0,0,0,0,129834,1598356,2042138,32926,16.76,2176017.84,1598356,32926,32458,0.050315096,0.004891776,-0.58,1796280,14.06,0.734532581
1454,台富,2021,M1400,14542021,1,0.693147181,1,0,0,129834,1615243,2053953,4443,12.52,1625521.68,1615243,4443,64916,0.047980752,0.005564449,3.1,1574819,30.7,0.993676688
1454,台富,2020,M1400,14542020,0,0,0,0,0,129834,1527087,1992198,-38230,10.1,1311323.4,1527087,-38230,0,0.055121965,0.007237777,-2.54,1204928,-36.73,1.164538816
1454,台富,2019,M1400,14542019,0,0,0,0,0,134310,1523819,2044146,32792,7.49,1005981.9,1523819,32792,33577,0.052803081,0.006553851,0.03,1904529,-2.23,1.51475787
1454,台富,2018,M1400,14542018,0,0,0,0,0,140310,1539382,2043633,21208,7.05,989185.5,1539382,21208,13430,0.047074164,0.004374957,-8.73,1947905,3.06,1.556211651
1454,台富,2017,M1400,14542017,0,0,0,0,0,140310,1602508,2239053,16980,6.96,976557.6,1602508,16980,28061,0.046597785,0.003534384,4.48,1890004,1.95,1.640976426
1455,集盛,2022,M1400,14552022,0,0,0,0,0,531688,6589372,9182843,-1200,10.5,5582724,6589372,-1200,0,0.031788395,0.006183555,-14.79,9301445,-17.09,1.180314843
1455,集盛,2021,M1400,14552021,0,0,0,0,0,531688,7310310,10776815,667851,10.35,5502970.8,7310310,667851,425350,0.030230299,0.005235364,20.73,11218513,46.16,1.328429727
1455,集盛,2020,M1400,14552020,0,0,0,0,0,550001,6525869,8926635,-53894,21.67,11918521.67,6525869,-53894,53168,0.028198161,0.007208941,-7.2,7675607,-35.18,0.547540138
1455,集盛,2019,M1400,14552019,0,0,0,0,0,611763,7200208,9619354,-283752,6.44,3939753.72,7200208,-283752,0,0.02139937,0.006102246,-16.04,11841377,-25.21,1.827578197
1455,集盛,2018,M1400,14552018,0,0,0,0,0,611763,7605989,11457506,144266,7.84,4796221.92,7605989,144266,122352,0.018631633,0.005428355,-5.46,15832053,5.72,1.585829248
1455,集盛,2017,M1400,14552017,0,0,0,0,0,611763,7762815,12119228,255212,8.86,5420220.18,7762815,255212,244705,0.019645383,0.005627658,5.6,14974969,14.79,1.432195509
1456,怡華,2022,M2500,14562022,0,0,0,0,0,93720,1527311,10823448,-80044,16.6,1555752,1527311,-80044,0,0.077898743,0,51.9,617250,-73.88,0.981718809
1456,怡華,2021,M2500,14562021,0,0,0,0,0,93720,1742677,7125566,454672,16.6,1555752,1742677,454672,140580,0.064191219,0,6.17,2363236,229.85,1.120150898
1456,怡華,2020,M1400,14562020,0,0,0,0,0,93720,1288189,6711723,68064,17.94,1681336.8,1288189,68064,0,0.054840694,0,31.36,716457,-32.89,0.766169515
1456,怡華,2019,M1400,14562019,0,0,0,0,0,93720,1219381,5109362,20763,10.03,940011.6,1219381,20763,0,0.03953848,0,1.46,1067517,125.04,1.297197822
1456,怡華,2018,M1400,14562018,0,0,0,0,0,93720,1165710,5036080,12849,8.3,777876,1165710,12849,0,0.031391836,0,8.14,474359,-52.97,1.498580751
1456,怡華,2017,M1400,14562017,0,0,0,0,0,93720,1175496,4657123,30182,8.38,785373.6,1175496,30182,0,0.028787663,0,2.48,1008696,3.34,1.496734802
1457,宜進,2022,M1400,14572022,0,0,0,0,0,301648,9032065,19939909,175890,17.5,5278840,9032065,175890,301647,0.031365633,0,7.67,4335382,4.56,1.710994271
1457,宜進,2021,M1400,14572021,0,0,0,0,0,301648,7894184,18519803,200077,16.26,4904796.48,7894184,200077,180988,0.031242982,0,4.16,4146179,53.15,1.609482479
1457,宜進,2020,M1400,14572020,0,0,0,0,0,301648,7763198,17780814,-305649,17.51,5281856.48,7763198,-305649,301647,0.041443329,0,-2.4,2707215,-33.51,1.469785866
1457,宜進,2019,M1400,14572019,0,0,0,0,0,301648,7409422,18217844,91405,10.58,3191435.84,7409422,91405,150823,0.027593453,0,10.68,4071473,-27.9,2.321657828
1457,宜進,2018,M1400,14572018,0,0,0,0,0,301648,7217445,16460179,306251,10.57,3188419.36,7217445,306251,211153,0.026454661,0,21.18,5646982,11.69,2.263643575
1457,宜進,2017,M1400,14572017,0,0,0,0,0,301648,6682323,13583705,72289,10.14,3058710.72,6682323,72289,211153,0.026235087,0,19.21,5055939,10.33,2.184686167
1459,聯發,2022,M1400,14592022,0,0,0,0,0,358629,2817443,5444085,39539,9.13,3274282.77,2817443,39539,0,0.037322219,0,-16.25,1957172,-20.74,0.860476385
1459,聯發,2021,M1400,14592021,0,0,0,0,0,358629,3453590,6500355,-47542,9.42,3378285.18,3453590,-47542,71725,0.03543169,0,8.47,2469456,38.44,1.022290842
1459,聯發,2020,M1400,14592020,0,0,0,0,0,358629,2931160,5993026,-120541,14.73,5282605.17,2931160,-120541,0,0.037334042,0,-1.65,1783734,-42.87,0.554870165
1459,聯發,2019,M1400,14592019,0,0,0,0,0,358629,3068552,6093489,-192683,8.1,2904894.9,3068552,-192683,0,0.025978278,0,-13.74,3122224,-11.28,1.056338389
1459,聯發,2018,M1400,14592018,0,0,0,0,0,358629,3147128,7064462,-108076,7.88,2825996.52,3147128,-108076,0,0.023017701,0,-6.15,3519248,3.31,1.113634775
1459,聯發,2017,M1400,14592017,0,0,0,0,0,358629,3603101,7527684,-41728,8.75,3138003.75,3603101,-41728,0,0.023106711,0,13.01,3406413,15.6,1.14821437
1460,宏遠,2022,M1400,14602022,0,0,0,0,0,694643,7054714,14977520,38326,9.2,6390715.6,7054714,38326,0,0.079586573,0.024314868,2.53,9807785,-1.99,1.103900477
1460,宏遠,2017,M1400,14602017,1,0.693147181,1,0,0,490037,4854620,11886848,215146,15.06,7379957.22,4854620,215146,98007,0.078583609,0.034170192,21.09,8847214,0.42,0.657811401
1460,宏遠,2018,M1400,14602018,1,0.693147181,1,0,0,499837,5157948,12488372,157357,13.32,6657828.84,5157948,157357,99967,0.075179214,0.028453505,5.06,9405379,6.31,0.774719225
1460,宏遠,2019,M1400,14602019,1,0.693147181,1,0,0,509834,4840133,13523096,-271956,12.53,6388220.02,4840133,-271956,0,0.072971031,0.02968119,8.29,8863627,-5.76,0.757665357
1460,宏遠,2021,M1400,14602021,0,0,0,0,0,694643,6816853,14607752,175886,7.43,5161197.49,6816853,175886,0,0.085838205,0.022748084,7.69,10006733,36.26,1.320789025
1460,宏遠,2020,M1400,14602020,0,0,0,0,0,509834,3806320,13565096,-936989,12.47,6357629.98,3806320,-936989,0,0.100077384,0.030214967,0.31,7343877,-17.15,0.59870109
1463,強盛,2022,M1400,14632022,0,0,0,0,0,173268,2321569,2825093,91737,14.25,2469069,2321569,91737,69307,0.024011357,0.018780801,3.04,495932,8.62,0.940260884
1463,強盛,2021,M1400,14632021,0,0,0,0,0,173268,2282219,2741683,81085,13.14,2276741.52,2282219,81085,69307,0.02963221,0.021589525,4.08,456564,3.39,1.002405842
1463,強盛,2020,M1400,14632020,0,0,0,0,0,173268,2247837,2634240,78162,14.32,2481197.76,2247837,78162,51980,0.036693094,0.020599671,2.87,441609,-20.25,0.905948343
1463,強盛,2019,M1400,14632019,0,0,0,0,0,173268,2310158,2560716,116317,10.94,1895551.92,2310158,116317,103961,0.024946911,0.026694909,-5.33,553776,-43.08,1.218725784
1463,強盛,2018,M1400,14632018,0,0,0,0,0,173268,2433100,2704801,300076,12.92,2238622.56,2433100,300076,242575,0.019517369,0.013978129,-12.14,972877,-43.46,1.086873707
1463,強盛,2017,M1400,14632017,0,0,0,0,0,173268,2745006,3078563,667847,15.72,2723772.96,2745006,667847,519805,0.040562256,0.007446652,-16.81,1720639,-18.73,1.007795451
1464,得力,2022,M1400,14642022,0,0,0,0,0,384566,5716917,18333178,382664,14.44,5553133.04,5716917,382664,384565,0.057300476,0.016923433,-4.17,12277001,17.2,1.029493974
1464,得力,2021,M1400,14642021,0,0,0,0,0,384566,5398923,19131909,240305,12.23,4703242.18,5398923,240305,0,0.051878612,0.022025481,7.2,10475685,21.89,1.14791516
1464,得力,2020,M1400,14642020,0,0,0,0,0,384566,5454783,17847430,-197486,16.26,6253043.16,5454783,-197486,0,0.054911661,0.024254482,-4.98,8594659,-21.29,0.872340533
1464,得力,2019,M1400,14642019,0,0,0,0,0,384566,6268181,18783648,565339,17.52,6737596.32,6268181,565339,403793,0.052808478,0.021241288,12.99,10919724,19.57,0.930328963
1464,得力,2018,M1400,14642018,0,0,0,0,0,334566,5221209,16623981,258108,20.06,6711393.96,5221209,258108,184011,0.061687939,0.024895534,18.73,9132401,15.11,0.77796193
1464,得力,2017,M1400,14642017,0,0,0,0,0,334566,5630158,14001956,373182,17.1,5721078.6,5630158,373182,334565,0.064093321,0.021743301,26.23,7933432,5.07,0.984107787
1465,偉全,2022,M1400,14652022,0,0,0,0,0,103607,1684047,2002003,115231,13.51,1399730.57,1684047,115231,88066,0.077571298,0.006259256,9.68,611734,38.55,1.203122255
1465,偉全,2021,M1400,14652021,0,0,0,0,0,103607,1617800,1825244,-35263,11.62,1203913.34,1617800,-35263,31082,0.086366569,0.011097899,-4.83,441525,3.82,1.343784429
1465,偉全,2020,M1400,14652020,0,0,0,0,0,103607,1711413,1917878,-26689,11.8,1222562.6,1711413,-26689,31082,0.086777713,0.0118345,-16.31,425282,-40.03,1.399857153
1465,偉全,2019,M1400,14652019,0,0,0,0,0,103607,1910824,2291661,-287348,12.78,1324097.46,1910824,-287348,155410,0.068459948,0.010073279,-3.86,709203,1.73,1.443114316
1465,偉全,2018,M1400,14652018,0,0,0,0,0,103607,1966585,2383689,18353,11.84,1226706.88,1966585,18353,0,0.077412099,0.009008079,-2.08,697152,-62.8,1.603141738
1465,偉全,2017,M1400,14652017,0,0,0,0,0,103607,2077475,2434297,3241,11.3,1170759.1,2077475,3241,21757,0.030044911,0.003104856,-5.07,1874161,-4.14,1.774468377
1466,聚隆,2020,M1400,14662020,1,0.693147181,1,0,0,111157,1579597,3420333,42391,16.94,1882999.58,1579597,42391,0,0.05129973,0.017809977,0.53,2635433,-19.99,0.838872731
1466,聚隆,2021,M1400,14662021,1,0.693147181,1,0,0,111157,1756228,3684929,188832,11.31,1257185.67,1756228,188832,89270,0.062309856,0.014918831,7.74,3570655,35.49,1.396951971
1466,聚隆,2022,M1400,14662022,1,0.693147181,1,0,0,111157,1595893,3487291,-69823,11.9,1322768.3,1595893,-69823,0,0.057588319,0.017503965,-5.36,2785426,-21.99,1.206479623
1466,聚隆,2019,M1400,14662019,0,0,0,0,0,111157,1542254,3402202,-101248,17.63,1959697.91,1542254,-101248,0,0.040084995,0.012408576,-7.43,3293851,-19.79,0.786985582
1466,聚隆,2018,M1400,14662018,0,0,0,0,0,111157,1643333,3675224,-104642,8.27,919268.39,1643333,-104642,0,0.032407424,0.008688052,-0.28,4106559,3.54,1.787653114
1466,聚隆,2017,M1400,14662017,0,0,0,0,0,111157,1740156,3685721,675,9.46,1051545.22,1740156,675,0,0.039945065,0.006906155,2.46,3966172,7.89,1.654856079
1467,南緯,2022,M1400,14672022,0,0,0,0,0,233625,3218955,8656489,-7839,12.35,2885268.75,3218955,-7839,0,0.095824102,0.012709284,0.44,6129220,-7.66,1.115651705
1467,南緯,2021,M1400,14672021,0,0,0,0,0,233625,3106769,8618265,-69900,13.4,3130575,3106769,-69900,0,0.100569063,0.008540908,6.23,6637936,-22.8,0.992395646
1467,南緯,2020,M1400,14672020,0,0,0,0,0,233625,3332000,8112920,270119,16.07,3754353.75,3332000,270119,163537,0.116626837,0.006710637,16.15,8598587,23.73,0.887502942
1467,南緯,2019,M1400,14672019,0,0,0,0,0,233625,2569163,6985119,-215152,26.7,6237787.5,2569163,-215152,0,0.083665166,0.010417188,-1.71,6949284,-6.32,0.411870876
1467,南緯,2018,M1400,14672018,0,0,0,0,0,233625,2535104,7106634,-265991,8.98,2097952.5,2535104,-265991,0,0,0,0.48,7417890,2.18,1.208370542
1467,南緯,2017,M1400,14672017,0,0,0,0,0,210262,2476299,7072911,-68632,10.39,2184622.18,2476299,-68632,0,0,0,4.69,7259347,2.11,1.133513622
1468,昶和,2022,M1400,14682022,0,0,0,0,0,160405,1227237,2629275,-26897,16.3,2614601.5,1227237,-26897,0,0.022598034,0.002132438,-23.41,1412468,23.93,0.469378221
1468,昶和,2021,M1400,14682021,0,0,0,0,0,160405,1209821,3432779,-5948,12.7,2037143.5,1209821,-5948,0,0.023971047,0.004802808,19.72,1139750,18.51,0.593881089
1468,昶和,2020,M1400,14682020,0,0,0,0,0,160405,1257998,2867261,48668,12.4,1989022,1257998,48668,0,0.02476925,0.007550764,10.9,961757,-4.75,0.632470631
1468,昶和,2019,M1400,14682019,0,0,0,0,0,160405,1181595,2585349,50869,15.35,2462216.75,1181595,50869,0,0.026174951,0.007212719,4.25,1009744,9.63,0.479890733
1468,昶和,2018,M1400,14682018,0,0,0,0,0,160405,1061179,2479837,2902,10.3,1652171.5,1061179,2902,0,0.038594457,0.01430884,6.88,921039,53.64,0.642293491
1468,昶和,2017,M1400,14682017,0,0,0,0,0,160405,1014664,2320282,-113018,10.7,1716333.5,1014664,-113018,0,0.049992827,0.011747122,-4.32,599466,3.98,0.591181143
1470,大統新創,2022,M1400,14702022,0,0,0,0,0,85767,972984,1144833,73955,19.8,1698186.6,972984,73955,38595,0.088937848,0,-8.77,845152,-5.55,0.572954704
1470,大統新創,2021,M1400,14702021,0,0,0,0,0,85767,1005950,1254881,66420,20.91,1793387.97,1005950,66420,68613,0.088087806,0,6.94,894789,41.86,0.560921572
1470,大統新創,2020,M1400,14702020,0,0,0,0,0,85767,966140,1173413,25267,14.84,1272782.28,966140,25267,36022,0.098205806,0,-0.57,630757,-22.91,0.759077193
1470,大統新創,2019,M1400,14702019,0,0,0,0,0,85767,987244,1180196,72626,16.8,1440885.6,987244,72626,68613,0.103663559,0,4.05,818166,8.44,0.685164735
1470,大統新創,2018,M1400,14702018,0,0,0,0,0,85767,937043,1134243,53819,19.34,1658733.78,937043,53819,34306,0.101961397,0,1.24,754462,7.62,0.564914642
1470,大統新創,2017,M1400,14702017,0,0,0,0,0,85767,945936,1120348,36966,15.76,1351687.92,945936,36966,42883,0.103938174,0,4.05,701061,2.23,0.699818343
1471,首利,2022,M2328,14712022,0,0,0,0,0,150415,1585511,1736576,-109973,13.65,2053164.75,1585511,-109973,0,0.131388427,0.043191072,46.13,237989,-33.11,0.77222785
1471,首利,2021,M2328,14712021,0,0,0,0,0,150415,1026304,1188370,-118289,7.87,1183766.05,1026304,-118289,0,0.08285181,0.031094723,-25.49,355816,-67.22,0.86698212
1471,首利,2020,M2328,14712020,0,0,0,0,0,150415,1043367,1595001,-114856,10.4,1564316,1043367,-114856,0,0.023861997,0.00895919,26,1085366,16.68,0.66697969
1471,首利,2019,M2328,14712019,0,0,0,0,0,150415,648758,1265874,-271262,2.55,383558.25,648758,-271262,0,0.050367183,0.01793829,-25.06,930189,-27.46,1.691419752
1471,首利,2018,M2328,14712018,0,0,0,0,0,150415,1004916,1689116,-332979,4.34,652801.1,1004916,-332979,0,0.030580939,0.015818427,-23.56,1282302,0.93,1.539390788
1471,首利,2017,M2328,14712017,0,0,0,0,0,206468,1338243,2209715,-426220,6.96,1437017.28,1338243,-426220,0,0.026304584,0.024528853,-8.82,1270463,7.02,0.931264376
1472,三洋實業,2022,M1400,14722022,0,0,0,0,0,24988,776764,2761080,28817,41.05,1025757.4,776764,28817,0,0,0,13.84,1169012,94.21,0.757258978
1472,三洋實業,2021,M1400,14722021,0,0,0,0,0,24988,769162,2425319,-4299,25.3,632196.4,769162,-4299,0,2.33E-05,0,35.12,601943,82.9,1.216650395
1472,三洋實業,2020,M1400,14722020,0,0,0,0,0,86053,260628,1794920,-207152,35.81,3081557.93,260628,-207152,0,0.394759712,0.006089261,20.43,329104,-27.34,0.0845767
1472,三洋實業,2019,M1400,14722019,0,0,0,0,0,46053,471560,1490441,-154886,50.44,2322913.32,471560,-154886,0,0.232525229,0.006815277,74.13,452953,-24.41,0.203003701
1472,三洋實業,2018,M1400,14722018,0,0,0,0,0,42673,311302,855934,-67956,119.48,5098570.04,311302,-67956,0,0.040692804,0.004922853,-9.1,599246,-20.83,0.061056727
1472,三洋實業,2017,M1400,14722017,0,0,0,0,0,42673,372348,941607,-45948,124.62,5317909.26,372348,-45948,0,0.044601218,0.00890439,-3.5,756930,-5.2,0.070017742
1473,台南,2021,M1400,14732021,1,0.693147181,1,0,0,147154,3053754,5213244,-135311,18,2648772,3053754,-135311,0,0.055411148,0.01271393,3.46,5761476,-3.5,1.152894247
1473,台南,2022,M1400,14732022,1,0.693147181,1,0,0,147154,3538070,5176890,343818,23.79,3500793.66,3538070,343818,146153,0.038117119,0.010090646,-0.7,7529845,30.69,1.010647968
1473,台南,2020,M1400,14732020,0,0,0,0,0,147154,3279999,5038874,-321672,17.56,2584024.24,3279999,-321672,0,0.045178326,0.012959129,-13.58,5970540,-22.06,1.269337551
1473,台南,2019,M1400,14732019,0,0,0,0,0,147154,3816393,5830840,87497,18.28,2689975.12,3816393,87497,73076,0.034741454,0.011746219,-4.19,7660848,-7.99,1.418746579
1473,台南,2018,M1400,14732018,0,0,0,0,0,147154,3870976,6085772,23575,24.78,3646476.12,3870976,23575,73076,0.045407002,0.012073705,-2.43,8326359,-0.03,1.061566255
1473,台南,2017,M1400,14732017,0,0,0,0,0,147154,3923269,6237557,29105,17.96,2642885.84,3923269,29105,73404,0.040759335,0.012664155,-9.08,8328546,-10.76,1.484464043
1474,弘裕,2022,M1400,14742022,1,0.693147181,1,0,0,129897,2136872,3882578,84183,12.37,1606825.89,2136872,84183,51958,0.036326834,0.019520103,-8.92,3189020,-8.99,1.329871527
1474,弘裕,2021,M1400,14742021,0,0,0,0,0,129897,2087887,4262799,133143,11.21,1456145.37,2087887,133143,64948,0.036355241,0.021871251,10.38,3503869,22.58,1.433845166
1474,弘裕,2020,M1400,14742020,0,0,0,0,0,129897,1995694,3862094,99831,14.52,1886104.44,1995694,99831,51958,0.038255336,0.02310776,6.66,2858477,-17.2,1.058103654
1474,弘裕,2019,M1400,14742019,0,0,0,0,0,129897,1899623,3620772,-30484,14.52,1886104.44,1899623,-30484,0,0.031066098,0.019745899,-4.73,3452413,-4.57,1.00716745
1474,弘裕,2018,M1400,14742018,0,0,0,0,0,129897,1927922,3800530,108460,8.7,1130103.9,1927922,108460,38969,0.031744334,0.01675218,-5.26,3617559,7.61,1.705968805
1474,弘裕,2017,M1400,14742017,0,0,0,0,0,129897,1888512,4011492,105279,9.97,1295073.09,1888512,105279,77938,0.045110376,0.009812954,19.71,3361577,3.63,1.458228122
1475,業旺,2022,M1400,14752022,0,0,0,0,0,26017,1009342,1281898,307487,55.46,1442902.82,1009342,307487,13008,0.023573608,0,44.15,1195744,149.81,0.699521815
1475,業旺,2021,M1400,14752021,0,0,0,0,0,26017,701855,889252,83376,53.78,1399194.26,701855,83376,0,0.039963147,0,104.21,478666,184.73,0.501613693
1475,業旺,2020,M1400,14752020,0,0,0,0,0,16017,350092,435455,3754,36.74,588464.58,350092,3754,0,0.042971097,0.007762636,595.9,168113,197.37,0.594924507
1475,業旺,2019,M1400,14752019,0,0,0,0,0,16017,20559,62574,-34173,17.12,274211.04,20559,-34173,0,0.234464826,0.039216033,-31.72,56533,5.97,0.074975099
1475,業旺,2018,M1400,14752018,0,0,0,0,0,16017,33756,91648,-53301,5.92,94820.64,33756,-53301,0,0.133259602,0.038727576,-44.5,53347,-56.84,0.355998441
1475,業旺,2017,M1400,14752017,0,0,0,0,0,16017,76193,165144,-59693,23.14,370633.38,76193,-59693,0,0.073780108,0.02024321,-38.23,123597,-32.99,0.205575116
1476,儒鴻,2022,M1400,14762022,0,0,0,0,0,274367,25141967,33363523,6791231,499.5,137046316.5,25141967,6791231,4664240,0.042820002,0.004033554,13.95,39736173,10.63,0.183455985
1476,儒鴻,2021,M1400,14762021,0,0,0,0,0,274367,21149431,29278767,5146341,389.27,106802842.1,21149431,5146341,3292405,0.04833831,0.004527546,10.71,35917247,27.48,0.19802311
1476,儒鴻,2020,M1400,14762020,0,0,0,0,0,274367,19167984,26446425,4252882,602.67,165352759.9,19167984,4252882,3018038,0.048814709,0.005213306,13.41,28175401,0.18,0.115921766
1476,儒鴻,2019,M1400,14762019,0,0,0,0,0,274367,18123752,23319420,4309358,304.19,83459697.73,18123752,4309358,3018038,0.050186211,0.005161291,5.32,28125136,1.98,0.217155735
