Mcode,MKEY,KEY,Code,Industry,YEAR,IndustryY,RPA,TMP,POST,POST_RPA,BIG4,AIPOST,MLPOST,IMR,Asset,Asset_1,Debt,Equity,CA,CL,SLTD,PPE,Cash,S,S_1,S_2,OPCOST,EXP,RD,ADV,RE,EBIT,CFO,NI_Ctd,CYCLE,CYCLE_1,MV,COGS,INV,INV_1,INST_1,TotalSales,MarketShare,IndustryY_Count,LEV,OCF,MTB,INST,NOA,ZSCORE,LGTA,ROA,MS,Median_ROA,ADJROA,AC,A1,A2,A3,A4,PROD,R1,R2,R3,R4,R5,DA,DA1,ABCFO,ABPROD,ABOPCOST,ABEXP,Code_Count
2049,20492018,15902018,1590,M1500,2018,2018M1500,0,0,0,0,1,0,0,2.600030367,35044491,28905592,17935492,17108999,14010257,0.110479211,15198123,18507500,3887916,15600743,13717905,10621618,0.283311755,0.116695275,0.029085922,0.121355118,9096802,4032137,3964119,2839207,246.89,246.89,56801712,8067659,4082701,3961066,0.8532,458498069,3.402575508,86,0.511792053,0.137140211,3.319990375,0.8532,0.98317329,3.090922635,17.37212898,0.098223451,3.402575508,0.052248975,0.045974476,-0.03891676,3.46E-08,0.0651375,0.640274034,0.098223451,0.283311755,3.46E-08,0.539713665,0.0651375,0.107117232,0.474576165,-0.016858586,-0.017406232,0.091973581,-0.144725799,-0.144886038,0.023789802,6
2049,20492019,15902019,1590,M1500,2019,2019M1500,0,0,0,0,1,0,0,2.343384448,39955192,35044491,21765088,18190104,16741951,0.126827695,18238303,20260061,5236004,15896317,15600743,13717905,0.215181239,0.096953127,0.032322015,0.125985472,10867760,4008300,5148167,2726051,263.33,263.33,88179696,8470602,3153016,4082701,0.8736,402745069,3.946992334,89,0.544737415,0.146903746,4.847674098,0.8736,0.89008007,3.549757056,17.50326918,0.077788289,3.946992334,0.03825539,0.039532899,-0.069115457,2.85E-08,0.00843425,0.578123991,0.077788289,0.215181239,2.85E-08,0.453603877,0.00843425,0.053727075,0.445169627,-0.038093037,-0.040810639,0.093619846,-0.101847457,-0.102030905,0.012183993,6
2049,20492020,15902020,1590,M1500,2020,2020M1500,0,0,0,0,1,0,0,2.072782159,41430981,39955192,18939853,22491128,16648911,0.129301919,15007394,22202832,4360433,19103001,15896317,15600743,0.253573053,0.087321217,0.024972359,0.108257598,14799924,6603452,4444880,4844203,237.32,237.32,170121600,9649868,3634708,3153016,0.8556,399053404,4.787078824,91,0.457142277,0.111246618,7.563942547,0.8556,0.829381298,6.931793652,17.53953949,0.121240889,4.787078824,0.037075239,0.08416565,0.009994271,2.50E-08,0.080257004,0.555693288,0.121240889,0.253573053,2.50E-08,0.478110604,0.080257004,0.007397637,0.397853601,0.049466044,0.025051977,0.037474537,-0.096370514,-0.096515549,0.009083398,6
2049,20492021,15902021,1590,M1500,2021,2021M1500,0,0,1,0,1,0,0,1.912309434,47678656,41430981,12526985,35151671,19314204,0.132914931,8064870,24466511,4374302,25399895,19103001,15896317,0.355537128,0.099457915,0.023429703,0.089574229,19529933,8576079,6319888,6441397,209.33,209.33,203998980,13063277,5301683,3634708,0.8717,474374914,5.354392539,92,0.262737796,0.152540149,5.803393529,0.8717,0.937516758,11.72470009,17.67999439,0.155472954,5.354392539,0.052305107,0.103167847,0.002932805,2.41E-08,0.151985153,0.590536608,0.155472954,0.355537128,2.41E-08,0.613065257,0.151985153,0.077398216,0.461080103,0.01606305,-0.017978676,0.091887626,-0.129575341,-0.129679192,0.01557506,6
2049,20492022,15902022,1590,M1500,2022,2022M1500,0,0,1,0,1,0,0,1.805447367,54599547,47678656,15666457,38933090,23254115,0.087075294,11281921,28829175,6345451,26072874,25399895,19103001,0.338273902,0.091239988,0.028222128,0.096423624,22867172,7970734,5226416,6012658,197.18,197.18,186199069,14179871,7250257,5301683,0.8853,476529085,5.471412936,95,0.286933827,0.109617519,4.782540225,0.8853,0.92010899,8.859617991,17.81553614,0.126107959,5.471412936,0.062030526,0.064077433,0.01649044,2.10E-08,0.01411489,0.604655781,0.126107959,0.338273902,2.10E-08,0.546845826,0.01411489,0.132069453,0.532730935,0.040268942,0.059589991,0.052340098,-0.083939063,-0.084015323,0.009978189,6
1722,17222017,17182017,1718,M1721,2017,2017M1721,1,0,0,0,1,0,0,2.901240813,691729220,655102816,638329829,53399391,542862601,0.915204002,38820583,22382631,18417172,36451441,32651318,33391959,0.038705943,0.01112936,0,0,6394939,4473333,13599944,3463691,78.97,78.97,14509354,21016360,2056542,1526729,0.4245,273222105,13.34132207,37,0.922803043,0.020760015,0.271713848,0.4245,0.112658349,-0.018075347,20.35470514,0.005287248,13.34132207,0.039992759,-0.034705511,-0.015472767,1.53E-09,0.005800804,0.034166593,0.005287248,0.032889758,1.53E-09,0.055642321,0.005800804,-0.001130572,0.049841517,-0.004640188,-0.011711221,-0.014659525,0.001941919,0.005639897,0.004139201,6
1722,17222018,17182018,1718,M1721,2018,2018M1721,1,0,0,0,1,0,0,1.97805941,720906942,691729220,662626154,58280788,561120444,0.905808312,42373704,22428871,18846662,40895997,36451441,32651318,0.041283393,0.011613481,0,0,6906131,5533351,8457822,4409635,102.47,102.47,15528582,23515356,2689034,2056542,0.4454,310182496,13.18449543,39,0.919156295,0.012227071,0.26644427,0.4454,0.118265685,-0.02366979,20.39602062,0.006374799,13.18449543,0.038248266,-0.031873466,-0.005852271,1.45E-09,0.006425283,0.032424351,0.006374799,0.034909394,1.45E-09,0.059121396,0.006425283,0.005493657,0.052696113,-0.021315081,-0.021026472,0.027423794,-0.083350433,-0.079469905,-0.007161998,6
1722,17222019,17182019,1718,M1721,2019,2019M1721,1,0,0,0,1,0,0,1.753929172,711904236,720906942,651301830,60602406,538261854,0.856909833,37940695,23585296,14544223,35282777,40895997,36451441,0.031979348,0.010891102,0,0,5012171,3654105,18013327,2580824,115.4,115.4,13457346,19454807,1541484,2689034,0.4799,282719790,12.4797691,40,0.914872812,0.024987035,0.222059599,0.4799,0.116518337,-0.069030795,20.38345396,0.003579968,12.4797691,0.039553631,-0.035973663,-0.021407067,1.39E-09,-0.007786331,0.032716145,0.003579968,0.025394758,1.39E-09,0.048942207,-0.007786331,0.006165228,0.056728538,-0.003803302,-0.007358582,0.020969797,-0.029678883,-0.025731175,-0.011990349,6
1722,17222020,17182020,1718,M1721,2020,2020M1721,1,1,1,1,1,0,0,1.629383869,763091066,711904236,696690915,66400151,573571299,0.932223215,35788755,23932395,14685747,27277647,35282777,40895997,0.023202226,0.011063374,0,0,5921888,5304674,23747927,4048708,136.02,136.02,18159310,13284226,1148814,1541484,0.4524,250209091,10.90194081,40,0.912985286,0.033358317,0.273482962,0.4524,0.122914227,-0.079537428,20.45288793,0.005687153,10.90194081,0.045542165,-0.039855012,-0.027671164,1.40E-09,-0.011244673,0.033617436,0.005687153,0.018108554,1.40E-09,0.038316456,-0.011244673,-0.007884796,0.049561128,-0.02729342,0.001979126,-0.00724876,-0.037014789,-0.03413349,0.014080058,6
1722,17222021,17182021,1718,M1721,2021,2021M1721,1,1,1,1,1,0,0,1.489237848,801138255,763091066,729362227,71776028,604324432,0.898534022,45916986,24907282,20670197,32294374,27277647,35282777,0.026622023,0.010872477,0,0,5137520,4949203,-2041259,3850781,166.28,166.28,17115021,16891316,1732447,1148814,0.4346,306414923,10.53942598,41,0.910407439,-0.002674987,0.238450378,0.4346,0.12714448,-0.066709477,20.50154409,0.005046293,10.53942598,0.062129124,-0.057082832,0.00772128,1.31E-09,0.006574218,0.032639986,0.005046293,0.022900214,1.31E-09,0.042320472,0.006574218,-0.010490399,0.035746254,0.012590724,0.044354038,-0.006766818,-0.047316506,-0.046105989,0.012102318,6
1722,17222022,17182022,1718,M1721,2022,2022M1721,1,1,1,1,1,0,0,1.414020001,835701961,801138255,760739167,74962794,644385133,0.888722201,47137416,27015984,28216965,33475057,32294374,27277647,0.025940993,0.010899435,0,0,3794347,4524072,1421290,2796826,148.58,148.58,14518259,16023656,1824464,1732447,0.4501,327325058,10.22685437,41,0.910299607,0.001774088,0.193672864,0.4501,0.11718732,-0.048711634,20.5437826,0.003491065,10.22685437,0.045746354,-0.042255288,0.001716977,1.25E-09,0.001473757,0.033722,0.003491065,0.02011597,1.25E-09,0.04178437,0.001473757,0.006261999,0.040310613,-0.020921927,-0.028321888,0.018601768,-0.03891215,-0.036066024,-0.010413029,6
1718,17182017,17222017,1722,M1721,2017,2017M1721,0,0,0,0,1,0,0,3.241516652,75156891,76215213,26064439,49092452,14192823,0.028824508,35000,13744278,2266220,11658986,12240920,17487077,0.119336857,0.018018542,0.007056102,0.023105011,37094340,1834608,2665136,1619126,89.71,89.71,37583000,8340911,1839122,1801599,0.6811,273222105,4.267219155,37,0.346800389,0.034968557,0.765555569,0.6811,0.614854045,1.982796698,18.13508837,0.021244131,4.267219155,0.039992759,-0.018748628,-0.013724425,1.31E-08,-0.007635405,0.180335099,0.021244131,0.109931255,1.31E-08,0.152974525,-0.007635405,-0.068833462,0.16060993,0.006163558,0.001886896,-0.009113619,-0.009969985,-0.002748558,0.000405726,6
1718,17182018,17222018,1722,M1721,2018,2018M1721,0,0,0,0,1,0,0,2.444869893,76399717,75156891,25616771,50782946,13749184,0.025923052,32000,13823376,3441058,12215092,11658986,12240920,0.138902553,0.019503827,0.006550012,0.023106498,37426654,2950037,1787725,2281319,80.15,80.15,42336000,8714826,2815863,1839122,0.6816,310182496,3.93803395,39,0.335299292,0.023786575,0.833665696,0.6816,0.630333258,2.149591524,18.15148955,0.03035409,3.93803395,0.038248266,-0.007894176,0.006567515,1.33E-08,0.007399268,0.183926927,0.03035409,0.128951143,1.33E-08,0.162527904,0.007399268,-0.007742923,0.155128636,-9.30E-05,-3.88E-05,0.031749877,-0.066077838,-0.058403305,-0.007918735,6
1718,17182019,17222019,1722,M1721,2019,2019M1721,0,0,0,0,1,0,0,2.240862465,75656796,76399717,24931743,50725053,11954934,0.02632138,32000,14280801,2519628,12890565,12215092,11658986,0.124195028,0.018394047,0.005168431,0.023140723,37333830,2469483,3718037,2063955,91.88,91.88,48559000,9087838,2445074,2815863,0.6025,282719790,4.559484499,40,0.329537389,0.048665586,0.957298162,0.6025,0.631382247,2.294765951,18.14171783,0.027015218,4.559484499,0.039553631,-0.012538413,-0.021650368,1.31E-08,0.008841302,0.186922171,0.027015218,0.114097923,1.31E-08,0.168725298,0.008841302,0.007278901,0.159883995,0.008175947,0.006505311,0.028367319,-0.028405389,-0.020724021,-0.011662041,6
1718,17182020,17222020,1722,M1721,2020,2020M1721,0,0,1,0,1,0,0,2.012348048,76346127,75656796,25037416,51308711,9526919,0.029250102,20000,14758989,3062027,10169742,12890565,12215092,0.105184378,0.017730331,0.006547265,0.02949829,37612891,2969936,1324066,2452881,101.65,101.65,53116000,6850403,2822354,2445074,0.5625,250209091,4.064497401,40,0.327946118,0.017500953,1.035223824,0.5625,0.637968914,2.338831108,18.15078786,0.032421159,4.064497401,0.045542165,-0.013121006,0.014920206,1.32E-08,-0.035962705,0.195078166,0.032421159,0.095532502,1.32E-08,0.134419412,-0.035962705,0.008928121,0.170382116,0.036371153,0.049662152,-0.030963874,-0.032460165,-0.024735633,0.007439718,6
1718,17182021,17222021,1722,M1721,2021,2021M1721,0,0,1,0,1,0,0,1.856175845,79343199,76346127,26715339,52627860,7835686,0.051182164,20000,14167791,2534695,13659406,10169742,12890565,0.149438897,0.021371759,0.004297039,0.039903712,38367298,3795903,3111623,3034616,130.64,130.64,68600000,10767566,2711004,2822354,0.5471,306414923,4.457813564,41,0.336706099,0.040756789,1.303492105,0.5471,0.656394332,2.606814004,18.18929329,0.039748133,4.457813564,0.062129124,-0.022380992,-0.001008656,1.31E-08,0.045708461,0.185573146,0.039748133,0.139577689,1.31E-08,0.178914197,0.045708461,-0.035637996,0.133205736,-0.001998347,0.007804738,0.033021129,-0.050062679,-0.042467924,0.009034806,6
1718,17182022,17222022,1722,M1721,2022,2022M1721,0,0,1,0,1,0,0,1.788531848,80752474,79343199,27691478,53060996,9801273,0.039963438,0,13488766,2699760,15052251,13659406,10169742,0.1793679,0.022441268,0.002828148,0.044364527,38303706,3300618,5578896,2669649,79.64,79.64,52430000,12925337,3182415,2711004,0.5993,327325058,4.598563609,41,0.342918014,0.070313475,0.988108101,0.5993,0.634726563,2.219897648,18.20689916,0.033646854,4.598563609,0.045746354,-0.0120995,-0.036666621,1.26E-08,0.017554687,0.170005321,0.033646854,0.168845574,1.26E-08,0.189710664,0.017554687,0.043981892,0.172155978,-0.040135471,-0.042780655,0.066064485,-0.012452222,-0.004560043,-0.010199782,6
3176,31762017,17342017,1734,M1722,2017,2017M1722,1,0,0,0,0,0,0,3.627835078,6043100,6206418,2416336,3626764,2258900,0.094957993,1746439,3336626,1070188,2134163,2133511,2187401,0.1989497,0.140706926,0.170321105,0.131518071,295205,-32075,219871,-90166,213.71,213.71,3631181,1323904,522425,611564,0.1131,180841153,1.180131272,104,0.399850408,0.035426392,1.00121789,0.1131,0.693316983,1.585191863,15.61442768,-0.014527865,1.180131272,0.034003565,-0.04853143,-0.049954257,1.61E-07,0.000105053,0.537608972,-0.014527865,0.1989497,1.61E-07,0.343863884,0.000105053,-0.008682947,0.343758832,0.003893424,0.023958545,0.028597478,-0.010420812,-0.010639115,-0.000940741,6
3176,31762018,17342018,1734,M1722,2018,2018M1722,1,0,0,0,0,0,0,2.780858775,5878127,6043100,2455301,3422826,2121733,0.104963016,1763200,3346664,958520,2215837,2134163,2133511,0.22440188,0.15632341,0.169857259,0.142640456,279754,-67241,79502,-123005,200.28,200.28,3237035,1390455,488053,522425,0.1195,201861186,1.097703349,109,0.417701251,0.013155831,0.945719999,0.1195,0.699559167,1.448471507,15.58674873,-0.020354619,1.097703349,0.038706253,-0.059060873,-0.03351045,1.65E-07,0.013515249,0.553799209,-0.020354619,0.22440188,1.65E-07,0.366672238,0.013515249,0.000107892,0.353156989,-0.01803167,-0.013082065,-0.013391712,0.026252203,0.026065172,-0.001088016,6
3176,31762019,17342019,1734,M1722,2019,2019M1722,1,1,1,1,0,0,0,2.443461178,5916524,5878127,2713713,3202811,2261999,0.12075343,1942464,3301829,840718,2394589,2215837,2134163,0.260744962,0.1850615,0.220415696,0.135611163,275809,-63588,-79486,-147922,177.47,177.47,3253807,1453744,567001,488053,0.1287,201006692,1.191298148,115,0.458666778,-0.013522335,1.015922263,0.1287,0.732300782,1.378300661,15.59325967,-0.025164819,1.191298148,0.042366776,-0.067531595,-0.011642484,1.70E-07,0.030409687,0.561714471,-0.025164819,0.260744962,1.70E-07,0.407372791,0.030409687,0.013894562,0.376963104,0.026255791,0.024915158,-0.028462484,0.024277408,0.024095065,0.014769951,6
3176,31762020,17342020,1734,M1722,2020,2020M1722,1,1,1,1,0,0,0,2.243906552,6126915,5916524,2983092,3143823,2539635,0.13147872,2156904,3266623,1143769,2388452,2394589,2215837,0.275054407,0.168634489,0.193596941,0.137351724,244809,-93262,146392,-172559,173.05,173.05,5190996,1512919,681448,567001,0.1309,209684096,1.139071606,119,0.486883203,0.024742906,1.65117311,0.1309,0.702601392,1.676556213,15.62820192,-0.029165605,1.139071606,0.043654216,-0.072819821,-0.053908511,1.69E-07,-0.001037264,0.552118609,-0.029165605,0.275054407,1.69E-07,0.403691762,-0.001037264,0.030212334,0.404729027,-0.020340105,-0.008310022,-0.024941289,0.040982431,0.039841862,0.002775905,6
3176,31762021,17342021,1734,M1722,2021,2021M1722,1,1,1,1,0,0,0,2.187335642,6220931,6126915,3143748,3077183,2703349,0.154645364,2134237,3203902,1194785,2433516,2388452,2394589,0.254737335,0.174880344,0.210346264,0.14606972,210681,-159726,135544,-204959,183.33,183.33,4847166,1544809,697393,681448,0.1373,234331706,1.038491991,126,0.505350083,0.022122716,1.575195885,0.1373,0.655572176,1.504439308,15.64343013,-0.033452235,1.038491991,0.038016301,-0.071468536,-0.055574951,1.63E-07,0.007355088,0.522922547,-0.033452235,0.254737335,1.63E-07,0.397184554,0.007355088,-0.001001646,0.389829466,-0.022255608,-0.008352004,-0.007208542,0.003564102,0.002641702,0.008798167,6
3176,31762022,17342022,1734,M1722,2022,2022M1722,1,1,1,1,0,0,0,2.096653832,6185191,6220931,2968343,3216848,2778451,0.16057259,1912959,3119747,1237556,2856651,2433516,2388452,0.290144835,0.143702767,0.095273451,0.142919804,444405,272859,425298,164174,194.63,194.63,5559984,1765351,737013,697393,0.1204,265471990,1.076064936,128,0.479911291,0.068365651,1.728395,0.1204,0.625670177,2.090406806,15.63766844,0.026390584,1.076064936,0.043733321,-0.017342737,-0.041975068,1.61E-07,0.068017954,0.501491979,0.026390584,0.290144835,1.61E-07,0.459199917,0.068017954,0.007243932,0.391181963,-0.004218127,-0.000316145,0.016780712,0.016372537,0.015584515,-0.018390991,6
4721,47212017,17762017,1776,M1721,2017,2017M1721,0,0,0,0,1,0,0,3.671489704,2158453,2105528,873734,1284719,1369911,0.258767397,314423,618845,328976,2119854,1910596,2289842,0.883795419,0.121757108,0.018457875,0.041976476,401533,153572,135220,109399,113.87,113.87,1460760,1800322,373297,312763,0.2901,273222105,0.775872069,37,0.404796398,0.064221421,1.137026852,0.2901,0.603252961,2.878632043,14.58490232,0.051957989,0.775872069,0.039992759,0.01196523,-0.012263432,4.75E-07,0.099385047,0.293914401,0.051957989,0.883795419,4.75E-07,1.006803994,0.099385047,-0.180119191,0.907418947,-0.025914837,-0.026697128,0.017159591,0.018875265,0.01777971,0.002104787,6
4721,47212018,17762018,1776,M1721,2018,2018M1721,0,0,0,0,1,0,0,2.872826549,1968928,2158453,842833,1126095,1187202,0.174577811,479496,643784,266212,1918688,2119854,1910596,0.772468523,0.10678435,0.020145537,0.040844056,264612,-6165,-46840,-24537,94.37,94.37,1071224,1702316,338318,373297,0.3011,310182496,0.618567464,39,0.428066948,-0.021700727,0.951273205,0.3011,0.620527294,2.259320059,14.49299979,-0.011367864,0.618567464,0.038248266,-0.04961613,0.010332863,4.63E-07,-0.093199157,0.298261764,-0.011367864,0.772468523,4.63E-07,0.888918128,-0.093199157,0.096948138,0.982117285,0.004995778,0.005203901,-0.039502383,-0.041564191,-0.042366651,-0.02301707,6
4721,47212019,17762019,1776,M1721,2019,2019M1721,0,0,0,0,1,0,0,2.595891863,1880485,1968928,767463,1113022,1398122,0.176987681,414938,354775,306180,1614375,1918688,2119854,0.641431276,0.112267183,0.020091986,0.042242354,324109,96721,165932,74348,109.26,109.26,1119776,1315035,286215,338318,0.3029,282719790,0.571015917,40,0.408119714,0.084275301,1.006068164,0.3029,0.620530563,2.650470744,14.44704028,0.037760649,0.571015917,0.039553631,-0.001792982,-0.046514652,5.08E-07,-0.154557709,0.180186883,0.037760649,0.641431276,5.08E-07,0.819925868,-0.154557709,-0.102170318,0.974483577,-0.023459551,-0.024119929,0.016222203,-0.05982488,-0.060943028,-0.014078108,6
4721,47212020,17762020,1776,M1721,2020,2020M1721,0,0,1,0,1,0,0,2.376759311,1892973,1880485,794106,1098867,1413478,0.177178228,451094,356944,250197,1380972,1614375,1918688,0.552334105,0.110702292,0.022622472,0.044118925,328736,87113,114792,56019,130.51,130.51,1167744,1085671,239200,286215,0.3015,250209091,0.551927188,40,0.419502021,0.061043826,1.062680015,0.3015,0.691185519,2.560960612,14.45365917,0.029789655,0.551927188,0.045542165,-0.01575251,-0.031254171,5.32E-07,-0.124118512,0.189814862,0.029789655,0.552334105,5.32E-07,0.734370123,-0.124118512,-0.161826869,0.858488635,-0.002078366,0.009292197,-0.031882352,-0.014916679,-0.015308919,-0.011475828,6
4721,47212021,17762021,1776,M1721,2021,2021M1721,0,0,1,0,1,0,0,2.235609149,1832526,1892973,663692,1168834,1371513,0.175028381,318699,338353,527636,1476066,1380972,1614375,0.668987883,0.102241289,0.018419231,0.039737383,431674,102847,121543,47019,142.54,142.54,1512203,1191980,313596,239200,0.29,306414923,0.481721316,41,0.362173306,0.064207466,1.293770544,0.29,0.507084359,3.294244093,14.4212059,0.024838706,0.481721316,0.062129124,-0.037290418,-0.03936876,5.28E-07,0.050235265,0.178741588,0.024838706,0.668987883,5.28E-07,0.779760726,0.050235265,-0.123299698,0.729525461,-0.071011824,-0.038778989,0.013846851,0.034487103,0.033742882,-0.027053551,6
4721,47212022,17762022,1776,M1721,2022,2022M1721,0,0,1,0,1,0,0,2.1553623,1793798,1832526,679795,1114003,1343251,0.174772964,425437,337559,515296,1448029,1476066,1380972,0.702244334,0.097976236,0.018559021,0.039027533,349624,35656,92655,20996,131.72,131.72,1160000,1253788,346689,313596,0.2972,327325058,0.442382569,41,0.37896965,0.050561356,1.041289835,0.2972,0.558870106,2.746496584,14.39984572,0.011457409,0.442382569,0.045746354,-0.034288945,-0.039103947,5.46E-07,-0.015299646,0.184204208,0.011457409,0.702244334,5.46E-07,0.790181967,-0.015299646,0.051892306,0.805481614,-0.043972902,-0.050612395,-0.009786037,0.106798761,0.106311169,-0.031808896,6
4744,47442017,17842017,1784,M1722,2017,2017M1722,1,0,0,0,1,0,0,3.785911716,1824948,1872487,453332,1371616,805874,0.088061493,0,534501,122406,697401,678657,622437,0.175724584,0.197091889,0.055493181,0.318128308,5160,1133,-24911,1658,74.25,74.25,1341576,331198,26706,28862,0.1024,180841153,0.385642863,104,0.248408174,-0.013303697,0.978098826,0.1024,0.667139478,2.58525449,14.41706205,0.000885453,0.385642863,0.034003565,-0.033118112,0.014189151,5.34E-07,0.010010216,0.285449779,0.000885453,0.175724584,5.34E-07,0.372446377,0.010010216,0.03002424,0.362436161,0.028729502,0.037172848,-0.02289358,-0.03450302,-0.034673193,0.039909343,6
4744,47442018,17842018,1784,M1722,2018,2018M1722,1,0,0,0,1,0,0,2.81153179,1783265,1824948,443086,1340179,789439,0.103094444,0,522949,96049,770607,697401,678657,0.18404908,0.224008574,0.055804061,0.326050763,39357,45788,-12975,37291,77.82,77.82,1310126,327577,35009,26706,0.1252,201861186,0.381750952,109,0.24846896,-0.007109792,0.977575384,0.1252,0.681734493,2.726482528,14.39395651,0.020434007,0.381750952,0.038706253,-0.018272246,0.027543799,5.48E-07,0.04011402,0.286555562,0.020434007,0.18404908,5.48E-07,0.422262443,0.04011402,0.010270978,0.382148423,0.043853478,0.043946663,-0.024214879,-0.06518955,-0.0653568,0.043670996,6
4744,47442019,17842019,1784,M1722,2019,2019M1722,1,0,0,0,1,0,0,2.697715131,1761128,1783265,453874,1307254,786323,0.111747273,0,512100,78943,775558,770607,697401,0.20034263,0.231797293,0.060330755,0.324353562,23556,26372,2669,20826,96.04,96.04,2012334,354012,38261,35009,0.1316,201006692,0.385836905,115,0.257717781,0.001496693,1.539359604,0.1316,0.688798917,3.568731446,14.38146507,0.011678578,0.385836905,0.042366776,-0.030688198,0.010181885,5.61E-07,0.002776368,0.287169882,0.011678578,0.20034263,5.61E-07,0.434909001,0.002776368,0.041051666,0.432132633,0.040716807,0.040951816,-0.009358245,-0.049782376,-0.049939401,0.031388477,6
4744,47442020,17842020,1784,M1722,2020,2020M1722,1,1,1,1,1,0,0,2.336819676,1734607,1761128,445443,1289164,661240,0.126541626,0,508077,128359,806575,775558,770607,0.247974594,0.236082783,0.065025571,0.294943434,35982,6751,73660,1245,97.72,97.72,2004890,394616,80360,38261,0.144,209684096,0.384661982,119,0.256797649,0.041825466,1.555186152,0.144,0.659125856,3.510682368,14.36629143,0.000706933,0.384661982,0.043654216,-0.042947283,-0.041118533,5.68E-07,0.017612008,0.288495214,0.000706933,0.247974594,5.68E-07,0.457987722,0.017612008,0.002811266,0.440375714,-0.006434935,-0.003764949,0.00227067,-0.028807419,-0.029670532,0.044577858,6
4744,47442021,17842021,1784,M1722,2021,2021M1722,1,1,1,1,1,0,0,2.307521313,1783842,1734607,468188,1315654,685690,0.142777586,0,502102,121797,921420,806575,775558,0.240591096,0.272029918,0.092866445,0.26706605,53384,41578,13878,32642,93.85,93.85,1965190,418349,79342,80360,0.2004,234331706,0.393211835,126,0.262460465,0.00800066,1.493698191,0.2004,0.688257917,3.448476314,14.39428002,0.018818095,0.393211835,0.038016301,-0.019198206,0.010817436,5.76E-07,0.066208081,0.289461532,0.018818095,0.240591096,5.76E-07,0.531198133,0.066208081,0.017881284,0.464990053,0.026368088,0.030294209,-0.047501592,-0.070798921,-0.071328689,0.077242497,6
4744,47442022,17842022,1784,M1722,2022,2022M1722,1,0,1,1,1,0,0,2.105866901,1838690,1783842,513965,1324725,747991,0.153598805,0,498306,161614,980377,921420,806575,0.227325066,0.272100892,0.092106404,0.268101965,67418,70914,94654,53591,94.04,94.04,2178581,438158,46696,79342,0.1644,265471990,0.369295834,128,0.279527816,0.053061874,1.644553398,0.1644,0.652025796,3.564410636,14.42456392,0.030042459,0.369295834,0.043733321,-0.013690862,-0.023019415,5.61E-07,0.033050573,0.279344247,0.030042459,0.227325066,5.61E-07,0.549587351,0.033050573,0.064380702,0.516536778,0.006636554,0.005478968,-0.005813473,-0.107451208,-0.107865739,0.073124872,6
1590,15902017,20492017,2049,M1500,2017,2017M1500,1,0,0,0,1,0,0,3.418566965,37573558,32966525,20973709,16599849,13111622,0.253812071,13792869,21303831,2752876,21164764,16118298,14881048,0.440411539,0.128540603,0.056287375,0.072329226,13433833,2943492,6565972,2251520,205.82,205.82,90210554,13582126,5394388,4457676,0.4634,440153893,4.808491834,85,0.558203964,0.199170886,5.434420156,0.4634,0.838421459,3.896417417,17.44181112,0.068297159,4.808491834,0.048130376,0.020166783,-0.130873727,3.03E-08,0.153078494,0.646226164,0.068297159,0.440411539,3.03E-08,0.642007734,0.153078494,0.037530495,0.48892924,-0.084724429,-0.081894182,0.150139793,-0.0807978,-0.080992115,0.031713029,6
1590,15902018,20492018,2049,M1500,2018,2018M1500,1,0,0,0,1,0,0,2.547554797,48892842,37573558,24454442,24438400,18454284,0.304579114,14006350,25226895,2787232,29333129,21164764,16118298,0.565368124,0.138671589,0.047250227,0.061882727,17563425,6242945,5149855,4890423,121.91,121.91,66424202,17703549,8933731,5394388,0.5238,458498069,6.397655952,86,0.500164053,0.137060616,2.718025812,0.5238,0.949005628,3.173982043,17.70514156,0.130155973,6.397655952,0.052248975,0.077906998,-0.006904643,2.66E-08,0.217396633,0.671400217,0.130155973,0.565368124,2.66E-08,0.780685422,0.217396633,0.134308973,0.563288789,0.003772427,0.003046447,0.067580599,-0.056554289,-0.056721575,0.040184953,6
1590,15902019,20492019,2049,M1500,2019,2019M1500,1,0,0,0,1,0,0,2.324384891,48331856,48892842,24677379,23654477,14847455,0.11986321,19114960,28279428,2008745,20209798,29333129,21164764,0.246539074,0.089463505,0.054484513,0.082377221,17116355,2407206,1393793,1640877,110.77,110.77,86991418,13434783,7552944,8933731,0.6509,402745069,5.018012523,89,0.510582068,0.028507097,3.677587883,0.6509,0.833674017,3.174141496,17.69360145,0.033560679,5.018012523,0.03825539,-0.004694711,0.005053582,2.05E-08,-0.1865985,0.578396077,0.033560679,0.246539074,2.05E-08,0.413348809,-0.1865985,0.167066684,0.599947309,0.057129541,0.056507755,-0.035318652,-0.025182913,-0.025321192,-0.005491205,6
1590,15902020,20492020,2049,M1500,2020,2020M1500,1,0,0,0,1,0,0,2.083519686,48037782,48331856,20648388,27389394,15609183,0.142954535,13727508,27864527,2603652,21266659,20209798,29333129,0.29216991,0.083959801,0.047687509,0.062986857,18256261,2524392,5251431,1698779,215.34,215.34,127217977,15476252,6197806,7552944,0.5296,399053404,5.329276429,91,0.429836415,0.108653618,4.644789768,0.5296,0.796850218,4.92375746,17.68749838,0.035148226,5.329276429,0.037075239,-0.001927013,-0.073505392,2.07E-08,0.021866758,0.576525077,0.035148226,0.29216991,2.07E-08,0.440013291,0.021866758,-0.188764342,0.418146533,-0.027174659,-0.020324677,0.036408372,-0.038341142,-0.038441881,0.004483273,6
