"Key","Year","Adopt_Ind","Industry","POST","RPA_Ctd","Adopt","Big4","LGTA","MS","BM.x","LEV","OCF","MTB","Age_","Age","ESG","RD","ADV","Equity","Asset","PPE","NI_Ctd","OCF.y","S","AR","Asset_1","S_1","AR_1","S_2","EXP","PROD_origin","PROD","BM.y","DA","DA1","DA2","ABCFO","ABPROD","ABEXP","AC","A1","A21","A2","A3","A4","A5","A6","ROA","Median_ROA","ADJROA","CFO","R1","R2","R3","R4","R5","ABSDA","ABSDA1","ABSDA2","RM","RM1","RM2","RPA","ADJROA_sq","distance","weights","subclass"
"24642021","2021","1","M2331","1",1,"1","1",16.28200584,0.001467785,0.612920102,0.642329548,0.084992851,1.631534023,34,3.526360525,50.65,0.040168524,0.046136538,4213746,11781085,2627425,531402,1001308,9861403,551967,11208529,8908665,861968,12507333,0.120720212,7816372,0.692562869,0.612920102,-0.047056546,-0.050445054,-0.038581143,-0.042966728,-0.065021109,-0.003866688,-0.041923967,8.92e-08,0.085001163,0.112658762,0.234413008,0.047410503,0.612920102,0.08933447,0.047410503,0.074242504,-0.026832001,0.08933447,8.92e-08,0.879812418,0.085001163,-0.321065146,0.794811255,0.047056546,0.050445054,0.038581143,-0.111854525,-0.046833416,-0.068887797,1,0.000719956277664001,0.0536435110778778,1,"41"
"24642022","2022","1","M2331","1",1,"1","1",16.38907432,0.001440744,0.612897258,0.668695931,-0.11167346,1.631594834,34,3.526360525,52.59,0.04634741,0.044911531,4344215,13112471,2941081,522073,-1464315,10769016,402876,11781085,9861403,551967,8908665,0.128726089,8892088,0.771364352,0.612897258,0.196244529,0.195576769,0.204620382,0.233524989,0.038602784,-0.01073439,0.168608239,8.49e-08,0.077039848,0.089694964,0.249644324,0.044314509,0.612897258,-0.12429373,0.044314509,0.061910017,-0.017595508,-0.12429373,8.49e-08,0.914093736,0.077039848,0.080870141,0.837053888,0.196244529,0.195576769,0.204620382,0.261393383,0.222790599,0.027868394,1,0.000309601901778064,0.0735765456268555,1,"42"
"24682022","2022","1","M2330","0",1,"1","1",14.58487776,0.016405253,0.410479004,0.444915215,-0.0418106,2.436178197,46,3.828641396,60.67,0,0,1198095,2158400,236477,63530,-90244,2270033,359651,1858450,2148503,341121,2160998,0.098325486,2023539,1.12821222,0.410479004,0.067886308,0.06723333,0.069606368,0.123380409,0.164349918,0.11200987,0.082743146,5.38e-07,0.065393204,0.05542253,0.127244209,0.034184401,0.410479004,-0.048558745,0.034184401,0.085944348,-0.051759947,-0.048558745,5.38e-07,1.221465738,0.065393204,-0.006723345,1.156072534,0.067886308,0.06723333,0.069606368,0.399740197,0.235390279,0.276359788,1,0.00267909211344281,0.0321110266068039,1,"43"
"24722018","2018","1","M2328","0",0,"0","1",16.20469509,0.004371822,1.369792024,0.48706564,0.097640372,0.730037832,47,3.850147602,54.31,0.017685391,0.037211972,5593343,10904598,3420335,904149,1064729,8048055,2664593,9538740,7180439,2605842,6074910,0.105210646,5891006,0.653084055,1.369792024,-0.000960323,-0.000597958,-0.011495758,-0.03062786,-0.029475021,-0.00733796,-0.016834509,1.05e-07,0.090957087,0.084797887,0.35857304,0.094787047,1.369792024,0.111621556,0.094787047,0.051969646,0.042817401,0.111621556,1.05e-07,0.84372307,0.090957087,0.11589885,0.752765984,0.000960323,0.00068169595,0.011495758,-0.067440841,-0.03796582,-0.036812981,0,0.0018333298283948,0.0108053986285673,1,"133"
"24742020","2020","1","M2331","0",0,"0","1",19.36030979,0.013672475,1.403862914,0.382299225,0.079339424,0.712320263,39,3.663561646,67.21,0.019206475,0.007908138,158071602,255903195,22567706,21166068,20303212,82506032,17317522,243114273,91628115,23603964,95416141,0.028727573,60586781,0.215647129,1.403862914,0.030518779,0.025355892,0.019708593,-0.029557794,-0.038886002,0.066475034,0.003549179,4.11e-09,-0.037521791,-0.01166382,0.092827565,0.087062219,1.403862914,0.08351304,0.087062219,0.045626501,0.041435718,0.08351304,4.11e-09,0.339371403,-0.037521791,-0.015581257,0.376893195,0.030518779,0.025355892,0.019708593,-0.001968762,0.03691724,0.027589032,0,0.00171691872617552,0.0906006445977736,1,"132"
"24802018","2018","1","M2330","0",1,"1","1",15.41764083,0.052021027,0.612618551,0.468217089,0.029616437,1.632337118,30,3.401197382,59.34,0.023434734,0,2639555,4963595,460339,404220,147004,4648442,469818,4310512,4201110,1056496,4222518,0.2045293,3267015,0.967486693,0.612618551,0.061809423,0.03073263,0.027322243,-0.000371926,0.123555134,0.011167164,0.059671798,2.32e-07,0.103776999,0.239881016,0.106794506,0.093775403,0.612618551,0.034103605,0.093775403,0.063230134,0.030545269,0.034103605,2.32e-07,1.078396719,0.103776999,-0.004966463,0.97461972,0.061809423,0.03073263,0.027322243,0.134350372,0.010795238,0.134722298,1,0.000933013458282361,0.0109710917578058,1,"44"
"24802019","2019","1","M2330","1",1,"1","1",15.44743768,0.051863114,0.473695749,0.452897695,0.113681821,2.111059688,30,3.401197382,60.26,0.017890286,0,2797728,5113720,452727,446501,581337,5521432,496990,4963595,4648442,469818,4201110,0.166011731,4176360,0.795753884,0.473695749,-0.008416246,-0.013192873,-0.01310321,-0.004606371,-0.021719046,0.030316159,-0.027164988,2.01e-07,0.175878572,0.170404314,0.091209496,0.089955164,0.473695749,0.117120152,0.089955164,0.073267395,0.016687769,0.117120152,2.01e-07,1.11238568,0.175878572,0.090122583,0.936507108,0.008416246,0.013192873,0.01310321,0.003990742,0.025709788,0.008597113,1,0.000278481634197361,0.0215595046727602,1,"45"
"24802020","2020","1","M2330","1",1,"1","1",15.56350046,0.048420056,0.439571279,0.507402255,0.07730635,2.274943901,30,3.401197382,61.61,0.01690045,0,2829012,5743047,453651,497618,443974,5542811,679421,5113720,5521432,496990,4648442,0.16313095,4165184,0.909811057,0.439571279,0.042694564,0.040743877,0.040620777,0.040444157,0.139431932,0.035925373,0.010490211,1.96e-07,0.004180714,-0.031494098,0.088712522,0.097310373,0.439571279,0.086820162,0.097310373,0.077628046,0.019682327,0.086820162,1.96e-07,1.083909756,0.004180714,0.170715252,1.079729043,0.042694564,0.040743877,0.040620777,0.215801462,0.07636953,0.175357305,1,0.000387393996134929,0.0406180706201252,1,"46"
"24802021","2021","1","M2330","1",1,"1","1",15.57110194,0.05141605,0.34722929,0.478150793,0.096953465,2.879941378,30,3.401197382,61.59,0.013836804,0,3019873,5786869,446238,638162,561057,6579554,682823,5743047,5542811,679421,5521432,0.145933509,4980918,0.873102379,0.34722929,0.037350614,0.042413144,0.042559193,0.025524041,0.063464025,0.052957534,0.0134258,1.74e-07,0.18052142,0.179929052,0.077700566,0.111119063,0.34722929,0.097693263,0.111119063,0.072142441,0.038976621,0.097693263,1.74e-07,1.145655608,0.18052142,0.003722588,0.965134187,0.037350614,0.042413144,0.042559193,0.1419456,0.078481575,0.116421559,1,0.00151917698457764,0.052598458780883,1,"47"
"24802022","2022","1","M2330","1",1,"1","1",15.68858854,0.048629631,0.257758077,0.519793501,0.103807324,3.879606845,30,3.401197382,66.57,0.01254437,0,3125327,6508298,440151,735171,675609,6728995,602566,5786869,6579554,682823,5542811,0.160944718,4994017,0.956222959,0.257758077,-0.007973922,-0.013795353,-0.014748392,-0.024271988,0.098875395,0.039827348,0.010292612,1.73e-07,0.025824155,0.039692967,0.076060301,0.127041238,0.257758077,0.116748625,0.127041238,0.085944348,0.041096889,0.116748625,1.73e-07,1.1628041,0.025824155,0.179154392,1.136979945,0.007973922,0.013795353,0.014748392,0.114430755,0.01555536,0.138702743,1,0.00168895428547832,0.0814065675860951,1,"48"
"24812021","2021","1","M2324","0",0,"0","1",17.09840436,0.002940664,0.596879129,0.508081424,0.038894316,1.67538108,37,3.610917913,49.72,0.030485197,0.04661008,13111002,26652789,5306044,1978030,1036642,13861744,4668693,17758018,10485100,3870374,9142650,0.11860648,9466106,0.578481844,0.596879129,0.093484592,0.09098316,0.09074265,0.133781122,0.087885384,0.025278673,0.053011997,5.63e-08,0.190147572,0.145192161,0.298797084,0.111387994,0.596879129,0.058375997,0.111387994,0.132367761,-0.020979767,0.058375997,5.63e-08,0.780590717,0.190147572,0.075596837,0.590443145,0.093484592,0.09098316,0.09074265,0.246945179,0.159059795,0.113164057,0,0.000440150623374289,0.0492383134649037,1,"161"
"24892019","2019","1","M2326","0",0,"1","1",16.66166637,0.011013055,2.008708294,0.30141117,-0.059534527,0.497832365,29,3.36729583,52.39,0.031415952,0.063424073,12030714,17221452,2740726,16737,-1025271,15220325,2703379,19017444,15077957,3758886,16861702,0.116365217,13116178,0.727913751,2.008708294,0.071856858,0.074622726,0.101120624,0.143060024,0.074787131,-0.024910869,0.054792221,5.26e-08,0.00748618,0.062988223,0.144116423,0.000880087,2.008708294,-0.053912135,0.000880087,0.016063685,-0.015183598,-0.053912135,5.26e-08,0.800334945,0.00748618,-0.093795202,0.792848766,0.071856858,0.074622726,0.101120624,0.192936286,0.118149155,0.049876262,0,0.000230541648225604,0.0148966799894307,1,"187"
"24892021","2021","1","M2326","0",1,"1","1",17.10183204,0.013564859,1.943667288,0.368678668,0.03314089,0.514491346,29,3.36729583,55.15,0.027268273,0.029765223,16884249,26744303,2658798,5022379,886330,22231918,5407772,19108191,16747887,3771509,15220325,0.112485007,20411691,1.084846598,1.943667288,0.198744515,0.220433447,0.167825386,0.051003803,0.087966621,-0.004147904,0.216454242,5.23e-08,0.286998963,0.201367466,0.139144412,0.262839062,1.943667288,0.04638482,0.262839062,0.044126304,0.218712758,0.04638482,5.23e-08,1.16347581,0.286998963,0.079942785,0.876476847,0.198744515,0.220433447,0.167825386,0.13482252,0.046855899,0.083818717,1,0.0478352705119666,0.0705206416597679,1,"49"
"24892022","2022","1","M2326","1",1,"1","1",16.79982459,0.011987423,1.151593728,0.311221997,0.206280515,0.868361798,29,3.36729583,55.78,0.028841585,0.028074316,13619162,19772934,2447820,-1011794.3,4078771,16355412,2761252,26744303,22231918,5407772,16747887,0.063265736,14865947,0.523256785,1.151593728,-0.195419316,-0.207073007,-0.149551585,-0.068128025,0.020379165,0.033243592,-0.2509198107,3.74e-08,-0.219729263,-0.120772861,0.091526782,-0.104150705,1.151593728,0.152509901,-0.104150705,0.034728434,-0.138879139,0.152509901,3.74e-08,0.611547514,-0.219729263,0.205054175,0.831276777,0.195419316,0.207073007,0.149551585,-0.014505268,-0.034884433,0.053622757,1,0.0192874152493813,0.0424634241158625,1,"50"
"24972022","2022","1","M2200","0",0,"0","1",15.18898813,0.005636885,0.238742124,0.481150198,-0.066704228,4.188619852,40,3.688879454,64.06,0.081449253,0.039953681,2048969,3949060,1062867,346571,-263419,3565754,806944,3183244,2475727,647575,1633351,0.201654978,2615293,0.941910202,0.238742124,0.162855408,0.202241962,0.208511198,0.196161393,0.067020124,-0.085230558,0.191625273,3.14e-07,0.342426468,0.292361503,0.333894291,0.108873527,0.238742124,-0.082751746,0.108873527,0.044688486,0.06418504,-0.082751746,3.14e-07,1.120163582,0.342426468,0.264628159,0.777737113,0.162855408,0.202241962,0.208511198,0.177950959,0.110930835,-0.018210434,0,0.0041197193598016,0.0529808041461593,1,"218"
"24982018","2018","1","M2327","0",0,"0","1",18.03075653,0.02577778,1.528116316,0.332161851,-0.140240868,0.654400447,26,3.258096538,55.13,0.297794328,0.1609152,45219868,67710819,8425886,12024901,-6045505.1,23740610,1683150,66585406,62119814,8537096,78161158,0.21744451,23225592,0.287537648,1.528116316,0.26384159625,0.266245748,0.199248286,0.157151443,0.070056354,-0.078326355,0.323204833,1.5e-08,-0.56668251381,-0.47345597,0.126542534,0.180593642,1.528116316,-0.14261119,0.180593642,0.029861092,0.150732551,-0.14261119,1.5e-08,0.356543745,-0.56668251381,-0.240913812,0.932934373,0.272296724419998,0.266245748,0.199248286,0.148881442,0.078825088,-0.008270001,0,0.0227203019309676,0.0215591330073464,1,"45"
"25052022","2022","1","M2500","0",0,"0","1",16.63546802,0.008898483,1.38243874,0.426955145,-0.044111109,0.723359358,51,3.931825633,44.41,0,0.044720012,9613479,16776137,73731,485918,-740014,3954516,101188,17349575,5124284,525113,14277915,0.029145383,3169639,0.240425774,1.38243874,-0.012474525,-0.005686788,-0.007372985,-0.005555584,-0.0963392,-0.0068741,0.070660636,5.76e-08,-0.067423438,-0.042989122,0.004249729,0.028007487,1.38243874,-0.042653149,0.028007487,0.020951755,0.007055732,-0.042653149,5.76e-08,0.227931578,-0.067423438,-0.527599725,0.295355016,0.012474525,0.005686788,0.007372985,-0.108768884,-0.012429684,-0.1032133,0,4.9783354055824e-05,0.042315367290041,1,"286"
"25152020","2020","1","M2500","0",1,"1","1",17.55576533,0.031528352,1.711893069,0.515170647,0.012995741,0.584148635,69,4.234106505,59.16,0.001844634,0.006578669,20415542,42108717,3220082,598847,547234,13470962,1339452,43224174,12590753,1619578,11062421,0.0132102,12524915,0.289951405,1.711893069,-0.041317668,-0.04220552,-0.038314163,-0.036629031,0.025407928,0.014395508,0.001194077,2.31e-08,0.020363813,0.026844585,0.074497248,0.013854446,1.711893069,0.012660369,0.013854446,0.020189745,-0.006335299,0.012660369,2.31e-08,0.311653428,0.020363813,0.03535827,0.291289615,0.041317668,0.04220552,0.038314163,0.003174405,-0.022233523,0.039803436,1,4.0136013419401e-05,0.0542946303785498,1,"51"
"25152021","2021","1","M2500","1",1,"1","1",17.68854661,0.036871033,1.932554622,0.523193556,0.00409685,0.517449799,69,4.234106505,61.97,0.001576641,0.007782663,22928746,48088163,3210072,2662176,197010,17196685,2384399,42108717,13470962,1339452,12590753,0.016588133,16856799,0.393928839,1.932554622,-0.013639043,-0.014486594,-0.011682134,-0.024473368,-0.003473707,0.006658987,0.05854289,2.37e-08,0.088478663,0.063663208,0.076232957,0.063221494,1.932554622,0.004678604,0.063221494,0.037565005,0.025656489,0.004678604,2.37e-08,0.408387769,0.088478663,0.020903249,0.319909106,0.013639043,0.014486594,0.011682134,-0.021288088,-0.017814381,0.00318528,1,0.000658255427807121,0.0856616835632572,1,"52"
"25152022","2022","1","M2500","1",1,"1","1",17.62527703,0.033963223,1.401357454,0.49764563,-0.016965059,0.713593807,69,4.234106505,63.85,0.002043148,0.006559501,22676224,45139896,3089497,805156,-765801,15093372,2698649,48088163,17196685,2384399,13470962,0.01251466,13715550,0.258551153,1.401357454,-0.021365019,-0.02645393,-0.026724617,-0.007761571,-0.073534349,0.009506496,0.032668268,2.08e-08,-0.043738685,-0.050273557,0.064246517,0.01674333,1.401357454,-0.015924938,0.01674333,0.020951755,-0.004208425,-0.015924938,2.08e-08,0.313868758,-0.043738685,0.077476925,0.357607443,0.021365019,0.02645393,0.026724617,-0.071789424,0.001744925,-0.064027853,1,1.7710840980625e-05,0.0987934232669058,1,"53"
"25272020","2020","1","M2500","0",0,"0","1",16.65212294,0.00812594,1.375744566,0.51319267,0.08637485,0.72687912,37,3.610917913,42.77,0,0.072454226,8303902,17057882,726370,373736,1473372,3471930,29995,17987600,6418024,55171,4541733,0.030943984,2394548,0.084164313,1.375744566,-0.145894351,-0.156687746,-0.16488319,-0.155868576,-0.070962111,-0.001674758,-0.061133003,5.56e-08,-0.163784718,-0.162385088,0.040381707,0.020777424,1.375744566,0.081910427,0.020777424,0.020189745,0.00058768,0.081910427,5.56e-08,0.193017968,-0.163784718,0.104310247,0.356802686,0.145894351,0.156687746,0.16488319,-0.228505445,-0.157543334,-0.072636869,0,3.453677824e-07,0.0307478352794981,1,"198"
"25352022","2022","1","M2500","0",0,"0","1",16.93923773,0.03864604,0.719250429,0.584966863,-0.036661874,1.390336327,56,4.025351691,66.29,0,0,9434095,22730944,552185,1162046,-833359,17174432,1645933,21933445,14812323,611910,15108083,0.023663542,14862805,0.68609555,0.719250429,0.073880894,0.059102975,0.054684095,0.112865577,0.028252306,0.00501493,0.090975449,4.56e-08,0.107694391,0.060550725,0.02517548,0.052980551,0.719250429,-0.037994898,0.052980551,0.020951755,0.032028796,-0.037994898,4.56e-08,0.783024828,0.107694391,-0.01348443,0.675330437,0.073880894,0.059102975,0.054684095,0.146132813,0.117880507,0.033267236,0,0.00102584377320962,0.111074430229808,1,"12"
"25422018","2018","1","M2500","0",0,"0","1",18.68995257,0.106448304,1.226344575,0.693645426,0.071539259,0.815431503,43,3.761200116,48.59,0,0.053773138,40102148,130901091,3288941,8738331,9364567,44204971,1768766,124105870,18670048,2192895,35057830,0.029567626,31032093,0.214574653,1.226344575,-0.006253632,0.006904804,-0.005303019,-0.021734329,-0.033420316,-0.007863649,-0.005045982,8.06e-09,0.20575113,0.209168607,0.026501091,0.070410296,1.226344575,0.075456278,0.070410296,0.018600293,0.051810003,0.075456278,8.06e-09,0.356187592,0.20575113,-0.132046792,0.150436462,0.006253632,0.006904804,0.005303019,-0.063018294,-0.029597978,-0.041283965,0,0.00268427641086001,0.0417929601821691,1,"217"
"25422022","2022","1","M2500","0",0,"0","1",19.23235094,0.059916806,0.746484694,0.782166794,-0.040854042,1.339612196,43,3.761200116,59.11,0,0.04408787,49048753,225166557,5910328,3905940,-6045505.1,26627233,3444636,203515593,44282065,2563405,24463018,0.016357828,17661182,0.163452773,0.746484694,-0.010425142,-0.015880184,-0.01725979,-0.010006005,-0.035798146,0.002544781,0.064392629,4.91e-09,-0.086749284,-0.091079326,0.029041156,0.019192338,0.746484694,-0.045200291,0.019192338,0.020951755,-0.001759417,-0.045200291,4.91e-09,0.130836329,-0.086749284,0.097383432,0.217585613,0.010425142,0.015880184,0.01725979,-0.04325937,-0.007461224,-0.033253365,0,3.095548179889e-06,0.24332526295441,1,"81"
"25482021","2021","1","M2500","0",0,"0","1",17.56805171,0.029046375,0.815890523,0.565724439,-0.022306503,1.225654634,34,3.526360525,59.32,0,0.018447867,18512851,42629272,201529,2921805,-950910,13547257,197543,36197744,11338494,252543,19819800,0.022871729,9185855,0.408064823,0.815890523,0.024613256,0.025110569,0.034075621,0.000864283,-0.126327473,0.000407731,0.106987745,2.76e-08,0.061019355,0.062538787,0.005567446,0.080717876,0.815890523,-0.026269869,0.080717876,0.037565005,0.04315287,-0.026269869,2.76e-08,0.374256943,0.061019355,-0.234304823,0.313237587,0.024613256,0.025110569,0.034075621,-0.125055459,0.001272014,-0.125919742,0,0.0018621701892369,0.090298066496985,1,"320"
"25972022","2022","1","M2500","0",0,"0","1",16.9218137,0.055317008,0.410995455,0.638448656,0.058999629,2.433116931,46,3.828641396,52.94,0.002922581,0.005589579,8076446,22338310,3801686,2127704,1317952,24583067,2351983,17410389,21337098,2610822,14468066,0.054491143,21194815,1.22574039,0.410995455,0.10284615,0.111200222,0.098586708,0.090977833,0.135198298,-0.015443274,0.046509702,5.74e-08,0.186438626,0.201305554,0.218357327,0.122208872,0.410995455,0.07569917,0.122208872,0.020951755,0.101257117,0.07569917,5.74e-08,1.411976895,0.186438626,0.394536389,1.225538269,0.10284615,0.111200222,0.098586708,0.210732857,0.075534559,0.119755024,0,0.0102530037431517,0.115571129607899,1,"78"
"26032021","2021","1","M2600","0",0,"0","1",20.23065027,0.244432376889998,0.629000661,0.415210613,0.31861344061,1.589823449,55,4.007333185,69.95,0,0.007576737,247021877.119998,611026120,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,41537859,334220840,207077912,21918623,190589281,0.051793685,187412073,0.561376316,0.629000661,0.018450889,0.022102706,0.004352419,0.009673244,0.017476482,0.034534941,-0.113542486,2.99e-09,0.828050952159999,0.69771545872,0.460482581,0.32974351137,0.629000661,0.39529428595,0.329997178139999,0.069045607,0.25939317214,0.39529428595,2.99e-09,1.46432171,0.828050952159999,0.049334539,0.619584081,0.018450889,0.022102706,0.004352419,0.061684667,0.044208185,0.052011423,0,0.0672848177528515,0.415320439283232,1,"123"
"26032022","2022","1","M2600","0",0,"0","1",20.60393266,0.244432376889998,2.58748597335999,0.343614512,0.31861344061,0.38647627063,55,4.007333185,69.95,0,0.00843634,247021877.119998,887512057,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,25800927,611026120,333795247.01,41537859,207077912,0.040529439,228841382,0.374541242,2.58748597335999,-0.037866953,-0.02862624,-0.017946921,-0.156833283,-0.162825341,0.025356781,-0.124800904,1.64e-09,0.225648175,0.2514031,0.345426705,0.32974351137,2.58602094091,0.39529428595,0.329997178139999,0.059815688,0.25939317214,0.39529428595,1.64e-09,1.026607113,0.225648175,0.462057039,0.800958938,0.037866953,0.02862624,0.017946921,-0.294301843,-0.131476502,-0.13746856,0,0.0672848177528515,0.477826534654223,1,"124"
"26072020","2020","1","M2600","0",1,"1","1",17.37290721,0.008278514,0.472275759,0.334233364,0.079413491,2.117407004,50,3.912023005,64.47,0,0.003850204,23349617,35071774,22677070,682563,2785172,6966387,838243,35011802,7730682,975775,7742438,0.00736110322,5975816,0.170680047,0.472275759,-0.00757071,-0.007368994,-0.012263745,-0.029548825,0.004848996,0.002446186,-0.060054293,2.86e-08,-0.021829639,-0.017901478,0.647697882,0.019495226,0.472275759,0.079549519,0.019495226,0.020662207,-0.00116698,0.079549519,2.86e-08,0.198972535,-0.021829639,-0.000335772,0.220802174,0.00757071,0.007368994,0.012263745,-0.022253643,-0.027102639,0.007295182,1,1.3618423204e-06,0.0384695673860133,1,"54"
"26072021","2021","1","M2600","1",1,"1","1",17.54853321,0.005769313,0.963880293,0.336663862,0.069447759,1.037473229,50,3.912023005,66.81,0,0.012847195,27730953,41805280,24246163,1083357,2903283,8880226,1874813,35071774,6966387,838243,7730682,0.011227291,7526982,0.214616518,0.963880293,0.021834707,0.019330101,0.046443927,0.041459067,0.081593994,0.006576443,-0.051891473,2.85e-08,0.05456921,0.025013534,0.691329814,0.030889712,0.963880293,0.082781185,0.030889712,0.069045607,-0.038155895,0.082781185,2.85e-08,0.253201506,0.05456921,-0.021792311,0.198632296,0.021834707,0.019330101,0.046443927,0.129629504,0.04803551,0.088170437,1,0.00145587232325103,0.0538017648378094,1,"55"
"26072022","2022","1","M2600","1",1,"1","1",17.55431893,0.009551685,1.01541838,0.290795618,0.117956409,0.984815737,50,3.912023005,65.71,0,0.031269822,29820523,42047855,16328064,3670632,4959814,17586956,2524295,41805280,8880226,1874813,6966387,0.031043423,13087458,0.313057537,1.01541838,0.051677542,0.051444665,0.048158046,0.043967662,-0.0056639,-0.018193456,-0.030837779,2.39e-08,0.208268668,0.192732784,0.390574205,0.087803072,1.01541838,0.118640851,0.087803072,0.059815688,0.027987384,0.118640851,2.39e-08,0.420687435,0.208268668,0.045779839,0.212418766,0.051677542,0.051444665,0.048158046,0.020110306,0.025774206,-0.023857356,1,0.000783293663163456,0.072043218767784,1,"56"
"26092018","2018","1","M2600","0",1,"1","1",18.75696081,0.153943249,1.890983408,0.855009683,-0.022127745,0.52882537,51,3.931825633,63.43,0,0.037692368,20294744,139973099,78371995,-1011794.3,-3097289,141832929,8459340,132876410,131077812,8298270,115400150,0.046182622,141790706,1.067087123,1.890983408,-0.006211391,0.008126324,0.035318515,0.067874534,0.11160201,0.077075469,-0.024150765,7.53e-09,0.080940755,0.079728576,0.589811201,-0.047460313,1.890983408,-0.023309548,-0.047460313,0.022954452,-0.070414765,-0.023309548,7.53e-09,1.067404884,0.080940755,0.117986797,0.986464129,0.006211391,0.008126324,0.035318515,0.256552013,0.144950003,0.188677479,1,0.00495823913000523,0.0723939839363921,1,"57"
"26092019","2019","1","M2600","1",1,"1","1",19.06779361,0.154786616,1.784429963,0.910565264,0.05860454,0.560403053,51,3.931825633,63.16,0,0.037044458,17082199,191001839,72258682,-1011794.3,11193575,149181262,10135814,139973099,141832929,8459340,131077812,0.047257595,143106496,1.022385709,1.784429963,-0.054615137,-0.050635141,-0.048603826,0.018973346,0.055816694,0.080577061,-0.108531361,7.14e-09,0.05249818,0.040521065,0.516232637,-0.028561888,1.784429963,0.079969473,-0.028561888,0.019302816,-0.047864704,0.079969473,7.14e-09,1.065785233,0.05249818,0.076837029,1.013287053,0.054615137,0.050635141,0.048603826,0.155367101,0.099550407,0.136393755,1,0.00229102988900762,0.171619269948033,1,"58"
"26092020","2020","1","M2600","1",1,"1","1",19.08838696,0.179769826,0.110912381,0.813644475,0.179727909,9.016125981,51,3.931825633,64.68,0,0.038933621,36334852,194975985,73663236,12186788,35042626,151276683,11206052,191001839,149181262,10135814,141832929,0.036573883,125192367,0.655451108,0.110912381,-0.076721192,-0.076941997,-0.042266803,-0.06899406,-0.031653457,0.053972782,-0.119662921,5.24e-09,0.010970685,0.005367399,0.385667679,0.063804558,0.110912381,0.18346748,0.063804558,0.020662207,0.043142352,0.18346748,5.24e-09,0.792016893,0.010970685,0.038472577,0.781046208,0.076721192,0.076941997,0.042266803,-0.046674735,-0.015021278,0.022319325,1,0.0018612625360919,0.23862194437265,1,"59"
"26092021","2021","1","M2600","1",1,"1","1",19.76723556,0.216790337,1.146041202,0.390444891,0.31861344061,0.872568978,51,3.931825633,71.91,0,0.024603375,234322666,384415884,73895469,26092307.3299995,51950719.6799996,333687395,22080312,194975985,151276683,11206052,149181262,0.05116404,120556335,0.618313763,1.146041202,-0.098458458,-0.094847788,-0.116276206,-0.002068427,-0.190308301,0.059214099,-0.226978758,5.13e-09,0.828050952159999,0.69771545872,0.378997798,0.32974351137,1.146041202,0.39529428595,0.329997178139999,0.069045607,0.25939317214,0.39529428595,5.13e-09,1.711428179,0.828050952159999,0.010747072,0.775873413,0.098458458,0.094847788,0.116276206,-0.133162629,0.057145672,-0.131094202,1,0.0672848177528515,0.364412636332133,1,"60"
"26092022","2022","1","M2600","1",1,"1","1",20.04628484,0.204155693,2.196489436,0.323454121,0.31861344061,0.455271937,51,3.931825633,72.92,0,0.024721876,247021877.119998,508148780,75777886,26092307.3299995,51950719.6799996,349829393.93,11408798,384415884,333687395,22080312,151276683,0.029592476,145729755,0.379094,2.196489436,-0.009323371,-0.007273513,0.005621402,-0.190457879,-0.118923998,0.042306505,-0.075573597,2.6e-09,0.109809404,0.137569739,0.197124753,0.32974351137,2.196489436,0.39529428595,0.329997178139999,0.059815688,0.25939317214,0.39529428595,2.6e-09,0.977846883,0.109809404,0.474513982,0.868037479,0.009323371,0.007273513,0.005621402,-0.267075372,-0.148151374,-0.076617493,1,0.0672848177528515,0.410219922040986,1,"61"
"26102020","2020","1","M2600","0",0,"0","1",19.46516796,0.136958128,0.620807202,0.786372847,0.034214206,1.610806055,64,4.158883083,64.96,0,0,60711573,284194084,95511754.8199994,-279814,9723475,115250550,9699178,293047979,168444160,8531182,170711607,0.027417985,105031349,0.358410078,0.620807202,0.007059503,0.004908506,0.016514346,0.066290494,0.023759146,0.034084165,-0.034135328,3.41e-09,-0.181518433,-0.185504115,0.482793618,-0.00095484,0.620807202,0.033180488,-0.00095484,0.020662207,-0.021617047,0.033180488,3.41e-09,0.393282187,-0.181518433,-0.00773746,0.57480062,0.007059503,0.004908506,0.016514346,0.124133805,0.100374659,0.057843311,0,0.000467296721000209,0.219573156733756,1,"89"
"26102021","2021","1","M2600","0",0,"0","1",19.50153998,0.090202612,0.584035958,0.738040395,0.169263087,1.712223342,64,4.158883083,61.16,0,0,77205018,294721081,95511754.8199994,8956664,49885400,138841403,13475841,284194084,115250550,9699178,168444160,0.029509488,115486946,0.406366468,0.584035958,-0.06685855,-0.067558875,-0.041866239,-0.043540314,0.120643165,0.023467617,-0.144016847,3.52e-09,0.083009655,0.069720628,0.456139143,0.031516011,0.584035958,0.175532859,0.031516011,0.069045607,-0.037529595,0.175532859,3.52e-09,0.488544311,0.083009655,-0.18717353,0.405534656,0.06685855,0.067558875,0.041866239,0.100570468,-0.020072697,0.144110782,0,0.00140847050086402,0.215084522888957,1,"221"
