代號,名稱,FY,Key,Len,Page,Text
2489,瑞軒,110,2489_110,880,56,"推動項目
執行情形
與上市上櫃公司
永續發展實務守則
差異情形及原因
是否
摘要說明
之報告書？前揭報告書是否取得第三方驗證
單位之確信或保證意見？
估，訂定相關風險管理政策或策略，並參考國際通用之
報告書編製準則或指引，編製企業社會責任報告書等揭
露公司非財務資訊之報告書，適時透過本公司網站、年
報、公開資訊觀測站、媒體等揭露企業社會責任執行情
形。
六、公司如依據「上市上櫃公司永續發展實務守則」定有本身之永續發展守則者，請敘明其運作與所定守則之差異情形：
本公司已訂定企業社會責任實務守則，並提報103年10月30日董事會通過。本公司依其實踐企業公民責任，展現企業對員工、股東及
消費大眾的承諾，落實資訊透明化，亦響應綠色環保行動，符合「上市上櫃公司企業社會責任實務守則」的規範，並無差異。
七、其他有助於瞭解推動永續發展執行情形之重要資訊：
1.本公司董事(含獨立董事)及公司治理主管110年度參與進修情形：請參閱本年報【參、三、(三)、公司治理運作情形及與上市上櫃公司
治理實務守則差異情形及原因-註2及註3】
2.經理人110年度參與公司治理進修訓練情形：
職稱
姓名
進修期間
進修機構
課程名稱
進修時數
(小時)
公司治理主管
邱裕平
110/10/07-110/10/08財團法人中華民國會計研究發展基金會
發行人證券商交易所會計主管持續進修班
3
110//11/12
財團法人中華民國證券暨期貨市場發展基金會110年度防範內線交易宣導會
3
110/11/26
台灣投資人關係協會
公司治理3.0永續發展藍圖
3
110/11/26
台灣投資人關係協會
全球淨零碳排趨勢與企業因應之道
3
110/12/02
財團法人中華民國會計研究發展基金會
如何應用機器人流程自動化(RPA)提升內部控制效能
6
3.本公司重視公司之社會責任，包括員工、股東及利害關係人，另外本公司與力信共同成立瑞信兒童醫療基金會，期許能提供貧困病
童之醫療補助及病童醫療諮詢、醫療設備提供、鼓勵並輔助蒐集醫學研究所需之資料為目標，為社會盡一份責任。
-52-
"
2515,中工,109,2515_109,836,140,"
－136－
為提升同仁勞安意識，自辦「職安卡課程」。
6.本公司109年度專業人員參加外界專業機構訓練之主要項目有：
(1)「營造業工地主任220小時職能訓練」（含回訓）6人次，同
仁參加之全省各專業訓練機構有：中華民國全國營造業工地主
任公會、財團法人中國生產力中心……等。
(2)「公共工程品質管理人員訓練班」（含回訓）35人次，訓練機
構有：中央大學、財團法人中國生產力中心、台北科技大學、
中原大學推廣教育處、淡江大學成人教育部、正修科技大
學……等。
(3)「勞工安全衛生管理人員訓練班（含管理師及各項人員回訓）
118人次，訓練機構有：中華民國職業安全衛生協會、中國勞
工安全衛生管理學會、台灣省工商安全衛生協會、中華勞動學
會、中華民國勞工教育協進會、中華民國工業安全衛生協會、
財團法人中國生產力中心……等。
7.本公司為一上市公司，為特別加強稽核人員之專業素養，每年均
派員參加相關機構舉辦之各項訓練，109年度公司內部稽核人員
派外參加專業訓練：稽核室經理鍾雲光參加中華民國內部稽核協
會舉辦之「企業經營管理的法律風險與內部稽核人員因應之道」
課程以及「如何偵防隱匿的舞弊跡象及實例研討」；稽核人員蘇
志勳參加中華民國內部稽核協會舉辦之「法令規章遵循之內部稽
核要領」課程、「如何偵防隱匿的舞弊跡象及實例要領」課程；
稽核人員謝繻瑩參加中華民國內部稽核協會舉辦之「商務合約管
理與稽核實務」課程、「企業成本與價值創造之機合實務研討」
課程；稽核人員周昀參加中華民國內部稽核協會舉辦之「如何偵
防隱匿的舞弊跡象及實例研討」課程、「如何應用『機器人流程
自動化』(RPA)提升內部控制效能」課程。
8.本公司主管參與公司治理有關之進修與訓練情形如下：
109年10月15日至10月16日會計處經理蘇育民參加財團
法人中華民國會計研究發展基金會舉辦之『會計主管持續進修
班』，共計12小時。
9.本公司依據「勞動基準法」、「勞工退休準備金提撥及管理辦法」
"
2607,榮運,109,2607_109,804,60,"56
56
(八)其他足以增進對公司治理運作情形瞭解之重要資訊：
1.本公司經理人參與公司治理有關之進修與訓練課程如下：
姓名
上課日期
專業訓練機構
訓練課程及時數

林晁榮
109.07.31
社團法人中華公司治理協會

董事會公司治理新顯學－資訊與
網路安全之超前部署與實踐(3小
時)
109.10.07
談公司治理藍圖3.0與董事責任(3
小時)
陳成邦
109.07.31
社團法人中華公司治理協會
董事會公司治理新顯學－資訊與
網路安全之超前部署與實踐(3小
時)
109.10.07
談公司治理藍圖3.0與董事責任(3
小時)
2.本公司內部稽核人員及會計主管參加專業訓練機構舉辦課程及取得之相關證照情形如
下：
(1)內部稽核人員
姓名
上課日期
專業訓練機構
訓練課程及時數或取得之證照
張慧貞
109.07.14
中華民國內部稽核協會
企業提升自行編製財務報告能力
之政策解析及內稽內控實務重點
研討(6小時)
109.10.12
查核技巧實務篇(6小時)
陳秋凉


企業內部控制基本能力測驗合格
證明書
109.07.15臺灣集中保管結算所股份有
限公司
109年度股務單位稽核人員教育訓
練(6小時)
109.09.30中華民國內部稽核協會
子公司稽核實務(6小時)
109.12.11財團法人中華民國會計研究
發展基金會
如何應用「機器人流程自動化」
(RPA)提升內部控制效能(6小時)
鄭苡萱
109.09.16
中華民國內部稽核協會
資訊業務查核實務研習班(6小時)
109.10.23
企業經營管理的法律風險與內部
稽核人員因應之道(6小時)
吳秉勳
109.09.15財團法人中華民國會計研究
發展基金會
內稽人員對「資訊安全」與「個人
隱私」之法遵防弊實務議題解析(6
小時)
109.10.14中華民國內部稽核協會
如何偵防隱匿的舞弊跡象及實例
研討(6小時)

"
2609,陽明,108,2609_108,1586,8,"陽明海運股份有限公司
2019年度年報
ANNUALREPORT
02
(五)研究發展狀況
1.數位化發展策略
(1)本公司一向秉持與時俱進的理念，持續關注並利用創新科技，推動管理及服務升級。在數位化發展
方面，首要建立以客戶為導向的服務策略，落實集中化管理(Customerfocus&Centralization)，
其次為推動客服數位化及直接導入(Direct&Digital)，以及開發易於使用之資訊系統(Electronic&
Easytouse)。有鑑於近年來電子商務蓬勃發展，以及為提供客戶便捷、高效的服務，本公司於
108年第二季加入數位貨櫃航運協會(DigitalContainerShippingAssociationDCSA)，期許在此平
台與國際貨櫃航商共同合作，促進貨櫃航運產業數位化、標準化與運用創新科技；優化未來航運
產業上下游的作業模式，使相關產業間的資訊互動更有效率，提供更便利及一致性的服務，達成
貨櫃航運產業的創新與數位轉型。此外，本公司計劃開發貨儎總覽資訊平台，提供整合式服務，
簡便客戶追蹤貨運資訊及發展線上訂艙及報價之服務，並考慮與第三方平台公司合作，串聯提供
物流上下游如融資、保險、報關、拖車等全方位的附加價值服務。
(2)在科技應用方面，RPA(機器人流程自動化)部分於108年底開始建置，將應用於台灣地區進出口
文件作業，希望藉以減少人員重複性工作並提升文件製作效率及人員工作價值；IOT(物聯網)部
分則利用船舶既有設備進行海上冷凍貨櫃追蹤管控，驗證其業務效益，後續搭配DCSA進度與建
議，持續與廠商共同研發冷凍貨櫃全程監控；船舶智能化部分持續進行船舶網路與資安優化，結
合氣象導航作航行規劃模擬，試算燃油成本，與實際燃油數據交叉比較，達到降低營運成本的能
力。
(3)專業知識全民化方面，108年底開始針對一般同仁實施新一代數據分析工具的教育訓練，期使每位
同仁都能更輕易掌握科技與商業的專業能力，進而提升工作價值。
2.綠色節能船隊
(1)積極規劃擴建綠色節能船隊：108年度二艘新型1.4萬TEU級全貨櫃輪鼎明輪及世明輪加入營運，
目前船隊共有20艘1.4萬TEU級大型貨櫃輪，109年起還有10艘自建2,800TEU級和14艘長
租1.1萬TEU級節能環保新船將加入船隊，並進行汰舊換新，在船齡年輕化下，不但效能更高且
低NOX、低CO2排放，除了滿足國際海事組織(IMO)能源效率(EEDI)的最新節能環保標準，亦
可望持續降低營運成本。
(2)2,800TEU級貨櫃船之智能船標章認證：
a.新建2,800TEU貨櫃輪中的碩明輪、洋明輪、好明輪、譽明輪及存明輪將會是全球首批取得
美國驗船協會SmartINF(DataINFrastructureforSmartFunctionimplementation)及Smart
SHM(StructuralHealthMonitoring)智能標章認證的貨櫃船，其具備智能資訊架構技術，可蒐集
航行大數據並即時傳遞至雲端，再由美國驗船協會客製化軟體分析，並即時監視船體結構應變
以及未來之船體結構健康度預測，能夠即時掌握船舶航行安全。
b.除上述船舶外，2,800TEU系列貨櫃船之百明輪、川明輪及長明輪亦將會是全台灣首批取得挪威
驗船協會SmartShipOE(OperationalEnhancement)及PE(PerformanceEnhancement)智能
標章認證的船舶，其配備有優益精進之技術，包含特定航路貨櫃積載規劃可提高貨櫃裝載彈性，
以及船體俯仰姿勢最佳化可節省油耗。運用上述技術將可提升營運性能，同時達到降低溫室氣
體排放之目的。
(3)系統面：強化船舶安全與環境管理系統，實現「船安」、「人安」、「貨安」、「環安」的海洋
運輸使命。
"
2609,陽明,109,2609_109,1578,8,"陽明海運股份有限公司
2020年度年報
ANNUALREPORT
02
(五)研究發展狀況
1.數位化發展策略
(1)本公司一向秉持與時俱進的理念，持續關注並利用創新科技，推動客服數位化，應用於客戶所需
之各種場景。最新進展包括於110年1月推出之貨儎總覽資訊平台，可提供客戶整合式服務，以
利客戶查詢訂艙和貨儎最新狀態，並立即執行待辦事項。此外，本公司從109年第二季開始與第
三方平台公司合作，正在開發線上報價、快速訂艙及保艙服務(簡稱SpotRate)平台，方便客戶
一站式取得報價及訂艙確認。除了SpotRate平台開發外，本公司110年也計劃開發一般詢價、
報價平台，希望透過系統之建置，加速客戶詢價、代理行報價流程，以提升客服水平。在區塊鏈
科技的應用方面，本公司於109年加入由國泰世華商業銀行與國內多家銀行業者攜手推出的「環
球貿易共享區塊鏈」進出口貿易融資服務，透過API方式，傳輸客戶申請融資所需之提單資料給
銀行，加速銀行審核、客戶取得融資。在人工智慧應用方面，本公司目前正積極研究語意分析技術，
計劃於110年推出線上智能客服。
(2)科技應用方面：
a.機器人流程自動化(RPA)：本公司於109年分別以台灣營業部出口開立HBL(HouseBillof
Lading，俗稱貨代提單)及基隆文件中心進口分單為第一階段機器人流程發展目標，已完成硬
體建置與機器人流程開發並於同年7月完成台灣營業部亞洲線出口開立HBL的上線作業，基隆
文件中心進口分單之RPA開發持續進行中。另外亦開始研究VendorInvoice輸入系統作業能否
RPA化之可行性。
b.DCSA(DigitalContainerShippingAssociation)標準之應用：109年已完成DCSATrack&
TraceStandards1.1之建置，公司官網CargoTracking已調整符合該標準，同時完成DCSA
Track&TraceVer.1.1API之開發建置。
c.物聯網部分，本公司目前已完成和物聯網設備廠商的第一次和第二次概念性測試，並於109年
7月底開始針對第二次概念性所遇到的物聯網門號漫遊傳輸不穩定的問題，進行第三次概念性測
試，後續將搭配DCSA進度與建議，持續與廠商共同研發冷凍貨櫃全程監控。船舶智能化部分
持續進行船舶網路與資安優化，結合氣象導航作航行規劃模擬，試算燃油成本，與實際燃油數
據交叉比較，達到降低營運成本的能力。
(3)專業知識全民化方面，基於108年底開始針對一般同仁實施新一代數據分析工具的教育訓練，109
年各部門陸續完成許多數據分析報表，包含貢獻度分析、客戶管理與空櫃庫存、商業智慧報表等。
2.綠色節能船隊
(1)積極規劃擴建綠色節能船隊：109年度3艘新型11,000TEU級全貨櫃輪和明輪、衷明輪及共明輪
加入營運；110年起還有11艘長租11,000TEU及自建2,800TEU級節能環保新船將加入船隊，並
進行汰舊換新，在船齡年輕化下，不但效能更高且低NOx、低CO2排放，除了滿足國際海事組織
(IMO)能源效率(EEDI)的最新節能環保標準，亦可望持續降低營運成本。
(2)系統面：強化船舶安全與環境管理系統，實現「船安」、「人安」、「貨安」、「環安」的海洋
運輸使命。
(3)操作面：持續推動現有營運船隊落實船舶能源效率管理計畫(SEEMP)及船舶能源效率營運指數
(EEOI)，持續實施節能減碳措施，藉由船舶航行姿態最佳化，配合配艙作業調整貨物壓載及吃水
之綠色節能操作，達到節能航行目的。另針對大型貨櫃船舶持續進行船舶能效監測，藉以觀察節
能效果並適時進行改善作業。同時，與WNI氣象導航公司合作開發燃油能效管理系統，建立船隊
船期動態監控及調整模組，降低溫室氣體排放及廢棄物量。
"
2609,陽明,109,2609_109,934,85,"2020年度年報
ANNUALREPORT79
伍、營運概況
B.三大海運聯盟
HMM於109年4月正式加入THEAlliance並展開10年合作；韓國航商SMLine與2M聯盟則
於109年4月正式在遠東-美西航線展開戰略合作。根據Alphaliner最新統計(110年1月4日)，
三大聯盟運能市占率達83%，其中2M+ZIM+SMLine占35.5%、OCEANAlliance占30.9%
以及THEAlliance占16.6%；三大聯盟占東西向主要航線達97.8%，OCEANAlliance居首占
37.7%，其次為2M+ZIM+SMLine占33.6%，及26.5%的THEAlliance。
(三)技術及研發概況
109年度本公司投入新台幣6.96億元相關研發支出於下列項目之研發與建置：
1.船務類部分：
(1)智慧船舶研發建置案。
(2)Kongsberg大數據分析系統開發建置。
(3)SPECTEC船用管理軟體建置案。
(4)大數據分析系統。
(5)船舶系統數位化。
2.工程類部分：
因應國際海事組織(IMO)所制訂船舶燃料硫含量不得超過0.5%之相關規定將於109年生效實施，規
劃自有現成船舶加裝脫硫裝置工程，船隻加裝脫硫裝置相關設備後仍可使用3.5%高硫油，將可有效
撙節燃油成本，進而提升航線競爭力之目的。110年預計完成結明輪、恆明輪、續明輪、運明輪及營
明輪共5輪加裝脫硫裝置計畫，並持續評估並提出震明型輪加裝排煙脫硫設備效益分析建議。於台船
建造之2,800TEU新造船共10艘將於建造時安裝脫硫裝置，已於109年交付6艘。
卓明輪、越明輪、梅明輪、蘭明輪、菊明輪、乾明輪及圓明輪等7輪配合定期塢修工程採用節能低摩
擦力油漆。
3.資訊類部分：
開發與修改的系統功能
系統功能摘要說明
人工智慧與機器學習
透過危險品人工智能辨識系統API開發，建置即時線上查詢
品名及強化貨物資料管理功能
大數據分析
提單貢獻分析報表/週結航分析報表
船舶系統數位化
船員線上學習系統/船員文件管理系統/船員管理系統
智能船相關基礎建設
船隊衛星寬頻系統
雲端化
合併財報/預算軟體雲端化
機械式流程自動化
應用RPA於出口HouseBL製作
"
2609,陽明,110,2609_110,1519,8,"陽明海運股份有限公司
2021年度年報
ANNUALREPORT
02
(五)研究發展狀況
1.數位化發展策略
(1)數位化服務推動方面
秉持著Adapt、Agile、Achieve的核心精神，本公司持續新增或優化既有e-service內容，110年
實績包括：參與國內金融業者建構之「環球貿易共享區塊鏈」，以利銀行審單，加速核准客戶貿
易融資申請；美國地區推出StreetTurn平台，提供拖車業者線上申請StreetTurn(進口貨櫃拆空
後不還回堆場，直接轉為出口使用)自動核准功能；開發客戶線上詢價平台，方便客戶詢價及代
理行線上報價及協商運價，確認報價後直接導入內部運費報備系統，合理化報價流程；推出符合
DCSA(DigitalContainerShippingAssociation)標準之貨櫃動態追蹤查詢系統；改善各項既有e化
服務，符合使用者需求。
本公司111年e-service推廣計畫包括：線上智能客戶服務、新版網路訂艙介面、手機版APP訂
艙介面、ePayment及機器人自動對帳服務，同時積極參加DCSA各專案資料及介面標準討論，
以及配合DCSA公告之各式標準調整相關系統。
(2)科技應用方面：
a.資安防護應用：面對駭客在資訊安全上的威脅，攻擊手法詭譎多變，資安防護沒有一勞永逸的
方案。在這個前提下，即使建置有層層的資安防護設備，資安事件還是可能會發生，故須保持
高度的警戒心。因此以攻擊者的角度思考，導入端點防護機制(MDR)與紅隊演練，透過第三方
服務提供攻擊模擬，進行偵測、分析及處理，期能更有效地提升抗駭能力。
b.E化服務：鑒於疫情管制與分流上班造成的不便，本公司在既有E化服務基礎下，進一步推出「E-
櫃台」服務，方便出口客戶透過「出口預約平台」作業並利用匯款方式繳費，若為海運提單(Sea
Waybill)，回覆通知的e-mail內會附上提單電子檔連結，可自行下載或視需要列印留存，同時亦
會附上發票電子檔；進口客戶則先申請開通使用電子小提單(e-D/O)服務後，到「進口預約平台」
作業並利用匯款方式繳費完成後，即可取得電子小提單與電子領單憑證，讓疫情期間需要居家
或分流上班的客戶在遠端即可處理進、出口業務，節省紙本印刷與往返運送的成本。
c.發展船岸協作平台(戰情室)：船舶大數據的管理是船公司不可忽視的一環，透過開發戰情室達
成「數據可視化」的進階發展目的。整合船岸資料庫的各項數據建立可即時更新的分析結果，
使管理單位能獲得迅速且一目了然之資訊，加快決策流程。
d.DCSA標準之應用：透過導入APIM(API管理平台)發展與服務建置，統一對外服務窗口(也就
是API入口網站)，來建立標準化的技術共享模式，實現技術交流與資訊安全的整合。
(3)專業知識全民化方面
110年底開始針對一般同仁RPA(機器人流程自動化)工具的教育訓練，包括流程概述/流程使用
方式並確定111年完成運費報收－應收帳款自動化流程設計與結航表編制流程自動化。
2.綠色節能船隊
(1)積極規劃擴建綠色節能船隊：110年度6艘新型11,000TEU級全貨櫃輪志明輪、揚明輪、帆明輪、
起明輪、招明輪及賢明輪及4艘2,800TEU級全貨櫃輪譽明輪、永明輪、長明輪及存明輪加入營運；
111年陸續還有5艘11,000TEU級節能環保新船將加入船隊，在船齡年輕化下，不但效能更高且
低NOx、低CO2排放，除了滿足國際海事組織(IMO)能源效率(EEDI)的最新節能環保標準，亦
可望持續降低營運成本。
(2)系統面：強化船舶安全與環境管理系統，實現「船安」、「人安」、「貨安」、「環安」的海洋
運輸使命。
"
2609,陽明,110,2609_110,668,94,"陽明海運股份有限公司
2021年度年報
ANNUALREPORT
88
(三)技術及研發概況
110年度本公司投入新台幣10.40億元相關研發支出於下列項目之研發與建置：
1.船務類部分：
(1)智慧船舶中心研發建置案。
(2)SPECTEC船用管理軟體建置案。
(3)大數據分析系統。
(4)船舶系統數位化。
2.工程類部分：
因應國際海事組織（IMO）所制訂船舶燃料硫含量不得超過0.5%之相關規定，規劃自有現成船舶加
裝脫硫裝置工程，船隻加裝脫硫裝置相關設備後仍可使用3.5%高硫油，將可有效撙節燃油成本，進
而提升航線競爭力之目的。110年完成結明輪、恆明輪、續明輪、運明輪及營明輪共5艘加裝脫硫裝
置計畫。於台船建造之2,800TEU級新造船共10艘將於建造時安裝脫硫裝置，最後4艘已於110年
交付。
蘭明輪、菊明輪、震明輪、動明輪、盛明輪、英明輪、雲明輪、集明輪、駿明輪、業明輪、暢明輪、
結明輪、恆明輪、續明輪、運明輪、營明輪等16艘配合定期塢修工程採用節能低摩擦力油漆。
3.資訊類部分：
開發與修改的系統功能
系統功能摘要說明
人工智慧與機器學習
透過危險品人工智能辨識系統API開發，建置即時線上
查詢品名及強化貨物資料管理功能
大數據分析
提單貢獻分析報表/週結航分析報表
船舶系統數位化
船員線上學習系統/船員文件管理系統/船員管理系統/
船舶大數據系統/船隊戰情系統/船隊督導系統
智能船相關基礎建設
船隊衛星寬頻系統
雲端化
合併財報/預算軟體雲端化
機械式流程自動化
應用RPA於出口HouseBL製作
"
2609,陽明,107,2609_107,2525,8,"陽明海運股份有限公司
2018年度年報
ANNUALREPORT
02
(五)研究發展狀況
1.數位化發展策略
為因應數位化科技近期之發展趨勢並進行公司數位化轉型，在海運相關單證方面導入區塊鏈試行計
畫，於107年完成與單一銀行、客戶間之區塊鏈提單概念驗證，並於107年底開始評估、參與國際區
塊鏈組織(聯盟)之運作，為提供客戶多元數位提單選擇，同時也透過第三方平台Bolero進行提單無
紙化簽發、轉讓、國貿融資、繳回及放貨。在船舶優化方面，目前正建置寬頻網路，並結合氣象導航
作航行規劃模擬與各船型操作能效大數據分析；特種貨物如危險品，目前正進行導入機器學習，語意
分析以期強化客戶瞞報、誤報危險貨之智能辨識；RPA(機器人流程自動化)部分於107年底開始進
行導入研究計畫，希望藉以減少人員重複性工作並提升文件製作效率及人員工作價值；IOT(物聯網)
部分則於107年底開始進行概念驗證，將此技術運用於冷凍貨櫃追蹤，研究提升客戶服務並同時尋找
公司利基。同時本公司於106年起提供台灣地區客戶對話機器人(Chatbot)在地化服務，107年持續
強化並擴大此服務範圍，讓客戶能透過手機通訊軟體輕易掌握進、出口貨儎與船期相關資訊、即時追
蹤進度、計算延留滯費，未來將持續積極投入雲端商務相關系統研發。
2.綠色節能船隊
(1)系統面：強化船舶安全與環境管理系統，實現「船安」、「人安」、「貨安」、「環安」的海洋
運輸使命。
(2)操作面：通過跨部門合作，藉由船舶航行姿態最佳化，配合配艙作業調整貨物壓載及吃水之綠色
節能操作，達到節能航行目的。另針對大型貨櫃船舶持續進行船舶能效監測，藉以觀察節能效果
並適時進行改善作業。同時，導入OPTEMAR專家合作計畫，針對主機能效提升船隊燃油使用效
率，降低溫室氣體排放及廢棄物量。
3.獲獎實績
本公司秉持「以客為尊」的理念，不斷深耕客戶及精進服務品質，並且本著善盡地球公民的職責，對
各項國際環保法規皆能遵守並嚴格執行，期能為海洋環保盡一份心力。團隊的努力獲客戶認同，卓越
的成效也獲國際港務單位肯定。
(1)榮獲亞洲區間年度最佳航商獎
知名航運媒體AsiaCargoNews於「2018亞洲貨運暨供應鏈大獎」(AsianFreight,Logistics&
SupplyChainAwards，簡稱AFLAS)再度頒發「亞洲區間年度最佳航商獎」(BestShippingLine–
Intra-Asia)予本公司，肯定陽明海運不斷精進亞洲區間航線服務的成就。
(2)獲頒年度BlueCircleAwards
本公司獲加拿大溫哥華港務局(VancouverFraserPortAuthority)頒發2017年BlueCircle
Awards，此次受獎是陽明海運自104年來第三次受溫哥華港務局肯定獲得此項殊榮，表揚公司長
期遵守並完善環保政策之卓越表現，為海洋環保盡心力。
(3)榮獲美國TargetCorp.頒發年度最佳航商獎
榮獲美國第二大貿易進口商暨零售百貨集團TargetCorporation頒發年度最佳航商獎(Providerof
theYear)，肯定陽明在艙位供給、貨儎運送、營業人員服務品質以及資訊分享等項目皆能提供優
質服務，並確保客戶產品運送之完善及準確度。
(4)獲法國馬賽福斯港務局(MarseilleFosPortAuthority)頒發”EnvironmentalShipIndexAward
2017”
法國馬賽港務局頒發的”EnvironmentalShipIndexAward2017”獎項係針對停靠碼頭的貨櫃輪以
及郵輪進行空氣汙染物排放量調查評比，本公司獲選為力行環境保獲政策績效優良的業者，各項
措施均遵守國際環保公約，善盡維護海洋環境的職責。
陽明海運股份有限公司
2018年度年報
ANNUALREPORT50
一、公司資本及股份
(一)股本來源
1.股份發行經過
年月
發
行
價
格
核定股本實收股本備註
股數金額股數金額
股本
來源
以現金以
外之財產
抵充股款
者
其他
94.01102,400,000,00024,000,000,0002,268,754,54922,687,545,490
可轉債行使轉換權
22,016,416股-
94.01.21經授商
09401008230號
94.05102,400,000,00024,000,000,0002,276,103,04822,761,030,480
可轉債行使轉換權
7,348,499股-
94.5.30經授商
09401094490號
94.08102,400,000,00024,000,000,0002,289,127,92622,891,279,260
可轉債行使轉換權
13,024,878股-
94.8.10經授商
09401153980號
94.11102,400,000,00024,000,000,0002,289,816,71822,898,167,180
可轉債行使轉換權
688,792股-
94.11.14經授商
09401226910號
95.05102,400,000,00024,000,000,0002,289,834,41722,898,344,170
可轉債行使轉換權
17,699股-
95.05.26經授商
09501096220號
96.05102,400,000,00024,000,000,0002,294,211,27722,942,112,770
96第一季可轉債行使轉換
權4,376,860股-
96.06.01經授商
09601121010號
96.07102,400,000,00024,000,000,0002,299,005,21322,990,052,130
96第二季可轉債行使轉換
權4,793,936股-
96.07.19經授商
09601165460號
96.10102,400,000,00024,000,000,0002,317,397,25423,173,972,540
95年盈餘轉增資
18
"
2618,長榮航,108,2618_108,1027,93,"2.未來之研發計畫
(1)本公司於109年將投入約新台幣1億2,300萬元於下列技術或產品之研發：
未來研發之產品
未來研發產品事項說明
預計完成時間
全球資訊網改
版
本公司因應行動化發展趨勢，為滿足消費者多樣化使用需
求，規劃進行全球資訊網改版，全面以客戶體驗為基石，
導入使用者經驗導向設計，輔以網站流量數據分析，建構
最佳化跨裝置視覺體驗，完善用戶旅程地圖，提供使用者
於旅程各階段皆享有愉悅順心之數位服務。
109年4月
目前執行進度
95%
新分銷能力
(NDC)系統建
置
配合國際航空運輸協會(IATA)近年積極推動新分銷能力
(NewDistributionCapability，簡稱NDC)標準，本公司規
畫建置與客運訂位系統整合之NDC功能，提供客戶即時
且多樣化之優質產品與服務。
109年12月
目前執行進度
15%
資訊安全治理
強化
本公司109年度資訊安全治理強化作業，除持續檢視加強
支付卡交易相關應用系統安全，確保支付卡交易個資保護
外，並於端點威脅偵測鑑識、數位危機應變處理能量、及
應用系統安全檢測等面向持續改善。
109年12月
目前執行進度
30%
航空貨運郵袋
運價管理系統
開發
為因應電商及郵購需求成長、即時掌握市場運價與貨量變
化，本公司規畫進行貨運郵袋運價管理系統開發，彈性操
控航班艙位，達管理效益並創造銷售利潤最大化。
109年12月
目前執行進度
35%
貨運全球資訊
網改版
因應行動化發展趨勢，及滿足貨運承攬業者多樣化使用需
求，本公司規劃貨運全球資訊網改版，以使用者經驗導向
設計，導入網站流量數據分析，以客戶體驗為基石，建構
最佳化跨裝置視覺體驗，提供貨運承攬業者即時及便利的
全方位數位服務。
109年12月
目前執行進度
35%
新一代客/貨運
營收會計系統
開發
為提供客/貨運費查核作業更快速便捷之服務，本公司進
行新一代營收會計系統開發，除汰換大型主機系統，採用
開放平台技術架構，提供友善操作介面外，同時優化業務
流程，提升客/貨運營收查核工作效益。
109年12月
目前執行進度
80%
流程機器人導
入案
因應關務署機上用品報關e化，各業者需於航機起飛前至
關港貿系統逐班申報裝載用品，包含販賣品、服務性飲料、
上餐記錄等。本公司考量人力運用之最大效益，規劃導入
RPA流程機器人，實現跨公司平台之流程自動化並降低管
理成本。
109年8月
目前執行進度
35%
90
"
2801,彰銀,111,2801_111,1171,9,"壹
、
致
股
東
報
告
書
7
5.營業費用：17,768,647仟元。
6.稅前淨利：13,050,728仟元。
7.所得稅費用：2,079,577仟元。
8.稅後淨利：10,971,151仟元。
9.其他綜合損益：-8,151,103仟元（註）。
10.本期綜合損益總額：2,820,048仟元。
11.每股稅後盈餘：1.04元。
12.稅後淨利占平均資產總額比率（ROA）為0.42%。
13.稅後淨利占平均股東權益比率（ROE）為6.44%。
註：因全球央行升息讓債券市場殖利率走升及股票市場波動劇烈，使本期OCI-債務工具未實現評價損益為-71.13億元、OCI-權益工具未
實現評價損益為-46.66億元；另本期確定福利計畫之再衡量數為13.71億元，國外機構財務報表換算之兌換差額為25.65億元，OCI-
所得稅為3.07億元。
（六）研究發展狀況
1.創新金融科技
在研發專利方面，本行持續累積FinTech創新能量，研發申請相關專利，2022年度共計取得27項新型
專利及12項發明專利，並有3項新型專利及10項發明專利送件審核中。
2.業務發展研究
為利掌握最新產經發展趨勢，本行設有專責單位蒐集研析經濟、產業及市場等相關訊息，並撰擬總體經
濟及主要產業景氣展望和產業研究報告，作為全行各單位業務推展參考；此外，為促進本行業務革新與
發展，針對當前業務發展趨勢與金融相關議題，鼓勵全體員工進行研究，2022年度共計研提20篇業務
研究報告。
3.大數據應用發展
本行大數據發展，運用內政部實價登錄資料，建置實價登錄電子履歷平臺，提供經篩選後之案件，並可
針對具競爭力、交通樞紐物件，進行差異化鑑價成數，使鑑價金額更趨近市場行情；同時，運用外部實
價登錄結合行內資料，活化現有不動產擔保品，擴增本行房貸業務承作量及淨資金收益。
4.導入機器人流程自動化（RPA）技術
為降低人力負擔、提升作業效率及減少作業風險，本行2022年度共計有7項RPA專案上線，並持續擴
大RPA技術應用領域。
二、2023年度營業計畫概要
（一）經營方針及重要之經營政策
2023年本行延續「以客為本，永續誠信」之策略主軸，以及「科學減碳（Carbon）、永續資本（Capital）、
責任授信（Credit）、普惠金融（Customer）」之4C永續目標，擬定五大經營方針：
1.拓展核心業務，提升營運獲利。
2.客戶需求導向，掌握數位商機。
3.精進公平待客，堅守資安法遵。
4.穩健資產品質，落實風管內控。
5.踐行綠色金融，強化永續韌性。
茲就本行重要經營政策說明如下：
營運面
1.優化存放款結構，提高存放款利差，提升獲利動能。
2.掌握綠色商機，聚焦永續概念商品。
3.開發多元金融商品，深耕高資產客群，增裕財富管理業務收益。
"
