Code,Key,DA,DA1,DA2,ABCFO,ABPROD,ABEXP,ROA,Median_ROA,ADJROA,CFO,R1,R2,R3,R4,R5
1454,14542020,0.002520427,-0.013935043,-0.029836907,0.032926816,-0.00186226,-0.032625667,-0.018733985,0.004215592,-0.022949577,0.083633459,4.89E-07,0.589453004,-0.342246102,-0.021219619,0.931699106
1455,14552020,0.0189565,0.017781871,-0.021222363,0.025897696,-0.003600748,-0.07786545,-0.004170238,0.004215592,-0.008385831,0.102497112,1.04E-07,0.797933728,-0.433061305,-0.414859044,1.230995034
1457,14572020,0.064893451,0.068180063,0.055344258,-0.033794997,-0.010569511,-0.016887626,0.034708882,0.004215592,0.03049329,-0.017810011,5.49E-08,0.148602381,-0.07488581,-0.086481639,0.223488191
1459,14592020,0.022582641,0.022249074,0.035785945,-0.020762073,0.040145156,-0.032131343,-0.030148081,0.004215592,-0.034363673,0.00950293,1.64E-07,0.292727861,-0.219659049,-0.065155447,0.51238691
1460,14602020,-0.016391606,-0.008499571,0.050882249,-0.068993093,0.033512674,0.039141589,-0.069288054,0.004215592,-0.073503646,-0.023279728,7.39E-08,0.543061811,-0.11238181,-0.04006124,0.65544362
1463,14632020,-0.023356705,-0.024718615,-0.030195613,0.04718884,-0.014987626,-0.003067886,0.023861295,0.004215592,0.019645703,0.057439794,3.91E-07,0.172455282,-0.043802983,-0.163665553,0.216258265
1464,14642020,-0.013335542,-0.013375318,0.004101958,-0.008263205,0.01016933,0.005952382,-0.011000685,0.004215592,-0.015216278,0.032103508,5.32E-08,0.457560693,-0.123781334,0.095153135,0.581342027
1465,14652020,0.046336275,0.039973206,0.043610786,-0.037352318,-0.009591029,-0.017241855,-0.010940536,0.004215592,-0.015156129,-0.023755259,4.36E-07,0.185578059,-0.123893106,0.005258631,0.309471165
1466,14662020,-0.105538053,-0.105261398,-0.114916816,0.115853867,-0.044140119,-0.017336826,0.011900822,0.004215592,0.007685229,0.177555007,2.94E-07,0.774625669,-0.193527016,-0.238877057,0.968152685
1467,14672020,-0.151740728,-0.141013644,-0.088958525,0.021397235,-0.105193366,0.15930952,0.023589433,0.004215592,0.019373841,0.101530697,1.43E-07,1.230986473,0.236116665,-0.06708633,0.994869808
1468,14682020,-0.058275813,-0.057431709,-0.047862657,0.05878243,0.00010914,-0.001237024,0.017476557,0.004215592,0.013260965,0.082528896,3.87E-07,0.372002774,-0.01856113,0.034310648,0.390563905
1470,14702020,0.024602464,0.010858195,-0.014410359,0.03204602,-0.008526722,0.001311774,0.03000688,0.004215592,0.025791288,0.064723148,8.47E-07,0.534451057,-0.15879481,0.053977475,0.693245868
1473,14732020,-0.012145673,-0.019695146,-0.002785977,-0.056942857,-0.017270511,0.04764006,-0.060917123,0.004215592,-0.065132716,0.028976786,1.72E-07,1.023958812,-0.289890993,-0.114136385,1.313849806
1474,14742020,0.033913104,0.031434595,0.010854,-0.021168897,0.033280547,-0.002223972,0.027861462,0.004215592,0.023645869,0.040740483,2.76E-07,0.789466169,-0.164035736,-0.045610715,0.953501905
1475,14752020,0.056703239,0.145462156,0.015863659,-0.008943161,0.038639205,-0.023458281,0.05912999,0.004215592,0.054914398,-0.178748362,1.60E-05,2.686627034,1.783168728,0.050915716,0.903458305
1476,14762020,0.011287383,0.042306998,-0.065176606,0.077342474,-0.099445959,-0.002046811,0.182449907,0.004215592,0.178234314,0.167156087,4.29E-08,1.208237641,0.0021555,0.023453714,1.206082141
1477,14772020,0.12657655,0.164372073,0.048401788,-0.079081391,-0.038204558,0.030303784,0.140912741,0.004215592,0.136697148,0.051028272,6.78E-08,1.689408409,-0.143923546,0.211334847,1.833331955
4401,44012020,-0.016905758,-0.006869936,0.000881852,0.010720112,0.019687103,-0.033088618,0.014708252,0.004215592,0.010492659,0.052487282,1.70E-07,0.5367599,-0.070176798,-0.07991866,0.606936698
4402,44022020,0.052777307,0.02653769,0.078004996,-0.076439311,0.029918522,0.012645391,-0.085460787,0.004215592,-0.089676379,-0.086804531,1.71E-06,0.203940514,-0.078402718,-0.131685257,0.282343231
4406,44062020,0.047284859,0.018250402,0.025915137,-0.026676904,0.027559219,-0.055473957,-0.054424183,0.004215592,-0.058639776,-0.002762542,1.11E-06,0.41078871,-0.284580723,-0.179894527,0.695369433
4414,44142020,-0.044949272,-0.021371437,-0.005058829,-0.027200761,-0.014177949,0.048583784,-0.004822425,0.004215592,-0.009038017,0.02778868,4.27E-08,0.729884856,0.006849694,-0.020719395,0.723035163
4417,44172020,0.009330728,0.012200193,-0.038761282,0.056466608,-0.093456658,0.013895341,0.095644496,0.004215592,0.091428904,0.102227832,2.33E-07,0.612378421,-0.062049847,-0.102728981,0.674428268
4419,44192020,-0.1171582,-0.258568158,-0.041134532,0.021973181,-0.072591185,0.040103145,-0.465219821,0.004215592,-0.469435414,-0.145240313,9.31E-06,0.01454918,-0.016337556,-0.043889717,0.030886736
4420,44202020,0.04338003,0.044804606,0.04298656,-0.043042142,-0.006717683,-0.027291753,-0.00758934,0.004215592,-0.011804932,-0.025756342,4.07E-07,0.240618338,-0.102997716,-0.102883453,0.343616054
4426,44262020,-0.027246942,-0.034266327,-0.014573566,0.046102589,0.010202366,-0.010423662,-0.021648665,0.004215592,-0.025864257,0.071932719,1.99E-07,0.242548619,-0.215914532,0.050604486,0.458463152
4432,44322020,0.023766625,0.013353427,0.002187781,-0.046876982,0.009055155,0.019507237,-0.006114161,0.004215592,-0.010329754,0.029480717,6.90E-07,1.082559117,-0.185573284,-0.101973752,1.2681324
4433,44332020,0.073928906,0.101907178,0.070289252,0.001682241,0.058119504,0.145109865,0.209995249,0.004215592,0.205779657,0.075013804,6.22E-07,1.310682111,0.32814653,-0.014794327,0.982535581
4438,44382020,-0.007543154,-0.011905736,-0.079895528,0.058310153,0.040176666,-0.043228118,0.047860815,0.004215592,0.043645222,0.149797066,8.58E-08,1.045782096,-0.349238176,0.25558231,1.395020272
6506,65062020,-0.011242136,-0.024136181,-0.031756423,0.047823754,-0.022604941,-0.01606619,0.023721941,0.004215592,0.019506349,0.098184365,4.04E-07,0.648632889,-0.189040887,-0.042124387,0.837673776
1402,14022019,-0.030279153,-0.029575264,-0.018147723,0.040567282,-0.014742828,0.009720298,0.02905847,0.014462158,0.014596312,0.077705283,1.77E-09,0.442275936,0.037986313,0.019121618,0.404289622
1409,14092019,-0.052193926,-0.052694023,-0.026354768,0.014119094,-0.007790216,-0.015325739,0.015649418,0.014462158,0.00118726,0.033122763,6.95E-09,0.259668286,-0.030201754,0.039202338,0.28987004
1410,14102019,-0.072377361,-0.072903706,-0.07554287,0.064706829,-0.084030189,-0.006631803,0.043410549,0.014462158,0.028948391,0.062484078,6.55E-07,0.260721983,-0.070649465,-0.01785933,0.331371449
1413,14132019,0.094442076,0.092904493,0.041796057,-0.056107575,0.059397254,-0.095196428,0.029135724,0.014462158,0.014673566,0.002538752,4.25E-07,1.252532271,-0.299036813,0.215412696,1.551569084
1414,14142019,0.049027155,0.048851687,0.059526405,-0.010897492,0.016937605,-0.018189258,0.008085625,0.014462158,-0.006376533,-0.004774972,2.22E-07,0.175633407,-0.040899202,0.040390367,0.21653261
1417,14172019,0.078022601,0.077657091,0.043831963,-0.027224685,-0.065344018,0.102368516,0.075798829,0.014462158,0.061336671,-0.008798558,2.39E-07,0.335750652,-0.022454525,-0.127184502,0.358205176
1418,14182019,0.039197769,0.036999632,0.106109499,-0.086235997,0.030107606,-0.013437541,-0.080228799,0.014462158,-0.094690957,-0.100345769,3.75E-07,0.079271722,-0.165453208,-0.368980751,0.24472493
1419,14192019,-0.050768847,-0.050408103,-0.017400655,-0.003664748,-0.010399734,0.012023842,0.030931945,0.014462158,0.016469787,0.011831416,8.17E-08,0.170131493,0.038997668,0.009637552,0.131133825
1423,14232019,-0.026335073,-0.027486639,0.012275508,-0.030249451,0.030195897,-0.031505965,-0.013805437,0.014462158,-0.028267594,-0.034282184,3.82E-07,0.173637618,-0.116751192,0.030415609,0.290388809
1434,14342019,-0.058411508,-0.058575545,-0.066064413,0.048046037,-0.011352866,-0.021898761,0.04971931,0.014462158,0.035257152,0.072579378,1.07E-08,0.393949291,-0.084893365,0.041271995,0.478842656
1440,14402019,0.014468502,0.013873136,0.021021671,0.017102579,-0.009506239,-0.010473955,0.00264632,0.014462158,-0.011815838,0.053157527,2.26E-08,0.519742723,-0.04526842,0.087946283,0.565011143
1441,14412019,0.034803307,0.034170997,0.146852438,-0.121672998,0.136195229,0.015677935,-0.128577759,0.014462158,-0.143039917,-0.093655729,3.87E-07,0.567678218,-0.060905539,0.000647063,0.628583757
1444,14442019,-0.012084906,-0.011696527,0.007920496,0.014808501,0.024477993,-0.028274341,-0.003332881,0.014462158,-0.017795039,0.057924646,5.26E-08,0.63107776,-0.04592868,0.093416958,0.67700644
1445,14452019,-0.027286373,-0.027188447,-0.002919548,0.0234318,0.002255304,-0.014927747,-0.018936824,0.014462158,-0.033398982,0.052114114,4.70E-07,0.644359315,-0.094848204,-0.01772524,0.739207519
1446,14462019,0.050230571,0.050893183,0.111856692,-0.140414229,0.130391585,0.000695319,7.66E-05,0.014462158,-0.014385572,-0.132717777,2.64E-07,0.145305854,0.027224958,-0.021157244,0.118080895
1447,14472019,-0.01615897,-0.017806847,-0.001578713,-0.020132611,0.006467523,-0.046574299,-0.012972225,0.014462158,-0.027434383,0.024952601,5.32E-08,0.774946927,-0.160520065,0.053555643,0.935466992
1449,14492019,-0.08494068,-0.083586676,-0.010055484,-0.029851639,0.030752598,0.012332954,-0.018584277,0.014462158,-0.033046435,-0.001299378,1.68E-07,0.42044508,0.006227381,-0.03503942,0.414217699
1451,14512019,-0.020369876,-0.020306502,0.021430862,-0.06034496,0.082856288,-0.02561788,-0.006933815,0.014462158,-0.021395973,-0.001164959,9.94E-08,0.851240778,-0.023051975,-0.023595258,0.874292753
1452,14522019,0.008461508,0.009211828,-0.016842441,0.010538521,-0.020385966,-0.031041888,0.063172272,0.014462158,0.048710114,0.046860119,3.59E-07,0.688335102,-0.076332952,0.006008683,0.764668055
1454,14542019,-0.009249427,-0.009915385,-0.009167218,0.009677481,0.021822003,-0.009782589,0.017076452,0.014462158,0.002614294,0.063698815,4.89E-07,0.931932984,-0.021224946,0.028332386,0.95315793
1455,14552019,-0.133352718,-0.13332105,-0.12789535,0.103687747,0.000293224,-0.077811975,-0.026413951,0.014462158,-0.040876109,0.152689163,8.73E-08,1.033503888,-0.348302327,0.074805459,1.381806215
1457,14572019,0.021369227,0.020329033,0.012286144,-0.008274558,-0.0263973,-0.027428,0.037407187,0.014462158,0.022945029,0.003580277,6.08E-08,0.247352899,-0.095716395,0.035907447,0.343069295
1459,14592019,-0.049932977,-0.04927545,-0.020044658,0.049085639,0.017173731,-0.030974397,-0.0119559,0.014462158,-0.026418058,0.075418624,1.42E-07,0.441962035,-0.056200175,0.0159722,0.49816221
1460,14602019,0.060759099,0.060382812,0.083116803,-0.045614466,0.006208814,0.043474887,-0.021776738,0.014462158,-0.036238895,0.002528432,8.01E-08,0.709750398,-0.043380514,0.044694777,0.753130913
1463,14632019,-0.095498462,-0.097424299,-0.116300019,0.104412032,-0.055454887,-0.009496491,0.044860232,0.014462158,0.030398074,0.100172249,3.70E-07,0.204738167,-0.154947074,-0.276457307,0.359685241
1464,14642019,0.049109737,0.050237787,0.054940139,-0.019520208,0.038535312,0.022482042,0.036962446,0.014462158,0.022500288,0.036332332,6.02E-08,0.656865765,0.10751474,0.072122857,0.549351025
1465,14652019,-0.169850534,-0.169751158,-0.021488196,-0.010410797,-0.004436029,0.046193581,-0.120579069,0.014462158,-0.135041227,0.002152126,4.20E-07,0.297523293,0.005055609,-0.493776243,0.292467683
1466,14662019,0.019053818,0.018181695,0.028477119,-0.025920999,-0.032104647,-0.035078705,-0.026948017,0.014462158,-0.041410175,0.017235956,2.72E-07,0.896231359,-0.221131556,0.038198216,1.117362914
1467,14672019,-0.02098742,-0.021873713,0.016125521,-0.045395282,-0.04680888,0.082182063,-0.024267185,0.014462158,-0.038729343,0.018556324,1.41E-07,0.977858716,-0.065939234,0.022309155,1.04379795
1468,14682019,-0.014346078,-0.01356979,0.002204537,0.026563059,0.016036851,-0.004236453,0.020966701,0.014462158,0.006504543,0.049648021,4.03E-07,0.407181601,0.035770496,0.129675055,0.371411105
1470,14702019,0.01113551,0.012136298,-0.016322641,0.049378963,-0.05454775,0.034827858,0.066882493,0.014462158,0.052420336,0.082827049,8.82E-07,0.721332201,0.056164332,0.04708074,0.66516787
1473,14732019,-0.071564198,-0.071632925,-0.055759106,-0.016904146,0.009060822,0.047575763,0.013274898,0.014462158,-0.00118726,0.0633144,1.64E-07,1.258812851,-0.109355231,-0.000359363,1.368168081
1474,14742019,-0.016772349,-0.017112394,-0.004177197,-0.012814747,0.02274401,-0.004194833,0.010281724,0.014462158,-0.004180434,0.04432987,2.63E-07,0.908403039,-0.043453413,0.06735429,0.951856452
1475,14752019,0.161983713,0.162558276,0.053253783,-0.078215841,0.029610921,-0.003884368,0.173697189,0.014462158,0.159235031,-0.33818523,1.09E-05,0.616849249,0.034763443,-0.766519728,0.582085807
1476,14762019,0.008863596,0.010752195,-0.134237043,0.170888575,-0.159524797,0.014662516,0.19434831,0.014462158,0.179886152,0.265010762,4.52E-08,1.270280741,0.024702132,0.151133952,1.245578609
1477,14772019,0.062250469,0.066290161,0.005797438,-0.035001386,-0.013424865,0.074227862,0.141203051,0.014462158,0.126740893,0.123774695,7.32E-08,1.979879637,0.228227932,0.113799645,1.751651705
4401,44012019,0.018368952,0.017873884,-0.013524407,0.05872379,-0.00563427,-0.033857839,0.038025594,0.014462158,0.023563436,0.095549277,1.77E-07,0.62980688,-0.082930102,-0.092144813,0.712736982
4402,44022019,0.36135372,0.36184395,0.126553485,-0.084842709,-0.00701356,-0.007581539,0.317756154,0.014462158,0.303293996,-0.10378671,9.85E-07,0.163023775,-0.076034505,-0.061563698,0.23905828
4406,44062019,-0.039851953,-0.040575357,-0.020195092,-0.003386508,0.071394801,-0.063356719,-0.013118471,0.014462158,-0.027580629,0.004492687,1.10E-06,0.685200554,-0.177263802,0.086960573,0.862464356
4414,44142019,-0.102758052,-0.102468378,-0.020981246,-0.023428717,0.018050143,0.04678469,-0.04556601,0.014462158,-0.060028168,0.024780711,3.96E-08,0.67013631,-0.019203518,0.289726329,0.689339828
4417,44172019,-0.016262105,-0.01641908,-0.061789738,0.075511872,-0.083095058,0.00618917,0.068799673,0.014462158,0.054337515,0.112201892,2.31E-07,0.668405793,-0.101811637,0.109495321,0.77021743
4419,44192019,-0.233684995,-0.233946411,-0.078262027,0.108126809,-0.037838229,0.009236708,-0.179408474,0.014462158,-0.193870632,-0.1521713,9.25E-06,0.030658001,-0.043564686,-0.023233883,0.074222687
4420,44202019,0.300265696,0.298381291,0.018024786,-0.027692969,-0.012247528,-0.042908785,0.358074077,0.014462158,0.343611919,-0.015960019,6.49E-07,0.548398255,-0.164198109,-0.005341638,0.712596363
4426,44262019,0.034771269,0.035332268,-0.022280905,0.126842877,-0.078498361,0.001883754,0.074927768,0.014462158,0.06046561,0.161461903,2.06E-07,0.473523585,0.052266834,0.030716915,0.42125675
4432,44322019,-0.030570107,-0.032722046,0.027852978,-0.108343817,0.032451482,0.040881341,-0.045405584,0.014462158,-0.059867742,-0.048859843,6.14E-07,1.128132877,-0.090716035,0.106481155,1.218848912
4433,44332019,-0.005995047,-0.005501962,0.015634567,-0.038905068,-0.066050307,0.07935835,0.011049694,0.014462158,-0.003412464,0.013288233,5.96E-07,0.941472073,-0.014176022,0.060287417,0.955648095
4438,44382019,-0.044900992,-0.040029022,-0.045839583,0.017932069,0.06969039,0.003203221,0.101370076,0.014462158,0.086907918,0.145380164,9.24E-08,1.501637833,0.275115763,0.284158108,1.22652207
6506,65062019,0.028845791,0.028905003,-0.013717848,0.037317048,0.003521138,0.003705631,0.055872887,0.014462158,0.041410729,0.096507348,5.02E-07,1.040849865,-0.052341573,0.012772581,1.093191438
1402,14022018,0.007474358,0.007697763,0.011308239,0.00154049,-0.009325847,0.010302128,0.035589787,0.020052247,0.01553754,0.036381385,1.94E-09,0.442486172,0.020928194,0.003852858,0.421557978
1409,14092018,-0.014648881,-0.014287247,-0.004805011,0.006217732,0.006386777,-0.013079164,0.019812931,0.020052247,-0.000239316,0.032912155,6.92E-09,0.288683146,0.039041822,0.016347262,0.249641325
1410,14102018,-0.025443432,-0.026111356,-0.06072886,0.097908463,-0.079868463,-0.004478233,0.072852828,0.020052247,0.052800581,0.103493451,6.54E-07,0.330941228,-0.017836143,-0.043545174,0.348777371
1413,14132018,0.059351605,0.064777676,0.042317544,-0.03851552,0.053657167,-0.082828987,0.104466136,0.020052247,0.084413889,0.046985712,4.31E-07,1.573575908,0.218468022,0.410051909,1.355107887
1414,14142018,0.004370441,0.004375462,0.021580097,-0.001576543,0.029312584,-0.016736411,0.008558115,0.020052247,-0.011494132,0.013841942,2.22E-07,0.216815955,0.04044322,-0.046837009,0.176372735
1417,14172018,-0.033302398,-0.036285364,-0.003659288,-0.021265377,-0.027873857,0.086630352,-0.051440566,0.020052247,-0.071492813,-0.002837988,2.20E-07,0.330282228,-0.117270167,-0.206635949,0.447552395
1418,14182018,0.034786672,0.021580898,0.060422187,-0.096813855,0.050910179,-0.046097801,-0.137772462,0.020052247,-0.157824709,-0.098383975,6.32E-07,0.412862834,-0.622488434,-0.04691797,1.035351268
1419,14192018,0.004696245,0.004866592,0.007688198,-0.002542348,-0.009738628,0.004857711,0.02024905,0.020052247,0.000196803,0.011934815,7.26E-08,0.116583156,0.008568165,0.010771075,0.108014991
1423,14232018,0.024895882,0.024918317,0.018506182,-0.002854238,0.017518681,-0.02560727,0.036015481,0.020052247,0.015963234,0.010618582,3.51E-07,0.266985961,0.027964372,0.01001802,0.239021589
1434,14342018,-0.001515365,-0.000665112,-0.009471731,0.022329504,0.012101667,-0.01793752,0.056182994,0.020052247,0.036130747,0.058787335,1.06E-08,0.470365633,0.040541351,0.00904594,0.429824282
1440,14402018,0.01951697,0.020405358,0.038709782,-0.028950917,0.045852399,-0.004353394,0.024823601,0.020052247,0.004771354,0.014187748,2.34E-08,0.582718911,0.090702569,0.037497445,0.492016342
1441,14412018,0.407774869,0.40765856,0.278812158,-0.149431258,0.064472922,0.009418742,0.274570284,0.020052247,0.254518037,-0.122632974,3.03E-07,0.492958371,0.00050745,0.009481305,0.49245092
1444,14442018,0.018093005,0.019804347,0.038523555,-0.039982016,0.055312033,-0.021108068,0.019855444,0.020052247,-0.000196803,0.008181896,5.38E-08,0.692762843,0.09559111,0.080224297,0.597171733
1445,14452018,-0.017120685,-0.017797484,0.001299498,-0.009783695,0.044985186,-0.018160062,-0.010906594,0.020052247,-0.030958841,0.023340183,4.52E-07,0.709890297,-0.017022251,-0.030353435,0.726912548
1446,14462018,0.02284416,0.023133567,0.032801968,-0.040389591,0.033769371,-0.005634604,-0.007422628,0.020052247,-0.027474875,-0.032966528,2.60E-07,0.116059674,-0.02079509,-0.102616868,0.136854764
1447,14472018,-0.109949192,-0.112168958,-0.089473308,0.068150744,0.101299952,-0.040821142,0.009142122,0.020052247,-0.010910125,0.124770568,4.90E-08,0.862992812,0.049406484,0.11322089,0.813586328
1449,14492018,-0.012391399,-0.013558584,0.011209194,-0.043708185,0.05948681,0.01542095,-0.030172695,0.020052247,-0.050224942,-0.015889765,1.83E-07,0.449935549,-0.038060857,-0.062261992,0.487996406
1451,14512018,0.035933312,0.036407559,0.029339528,-0.044514304,0.119294229,-0.023877837,0.037336969,0.020052247,0.017284722,0.006723523,9.30E-08,0.818581617,-0.022091736,-0.369576569,0.840673353
1452,14522018,-0.06911485,-0.069510674,-0.093725185,0.10885155,-0.022649926,-0.032476265,0.07230007,0.020052247,0.052247823,0.149587285,3.71E-07,0.790394858,0.006210841,0.052027667,0.784184017
1454,14542018,-0.043525249,-0.0445808,-0.031877678,0.021044151,0.03423185,-0.019657298,0.009004253,0.020052247,-0.011047994,0.06389755,4.47E-07,0.869968241,0.025859593,0.016117082,0.844108648
1455,14552018,-0.017784171,-0.017744338,0.006536582,-0.046342892,0.095207139,-0.063300952,0.007424483,0.020052247,-0.012627764,0.033617983,8.25E-08,1.30635821,0.070721006,0.159216825,1.235637204
1457,14572018,0.033448283,0.034381595,0.02845237,-0.008606058,0.012156155,-0.02307685,0.051898654,0.020052247,0.031846407,0.022780162,7.36E-08,0.415717361,0.043511178,0.034853525,0.372206184
1459,14592018,-0.050196297,-0.051186513,-0.003075075,-0.019386011,0.076747599,-0.029301866,-0.049690981,0.020052247,-0.069743228,0.012192196,1.33E-07,0.467507403,0.014989338,0.061060347,0.452518065
1460,14602018,0.001251069,0.000209053,0.022947941,-0.023781825,-0.000903272,0.051391873,0.013237908,0.020052247,-0.006814339,0.027688921,8.41E-08,0.791242472,0.046956519,0.003089801,0.744285954
1463,14632018,-0.074826226,-0.07927534,-0.141252912,0.184838742,-0.120643062,-0.022359799,0.10006097,0.020052247,0.080008723,0.196331535,3.25E-07,0.316016596,-0.242893194,-0.128783786,0.55890979
1464,14642018,0.047687761,0.049729562,0.068185508,-0.066092232,0.011211266,0.029673281,0.018123111,0.020052247,-0.001929136,-0.020937718,7.14E-08,0.652223232,0.085628679,0.02734975,0.566594553
1465,14652018,-0.011740916,-0.024890831,-0.05601584,0.05861309,-0.166085715,-0.042375748,0.009977008,0.020052247,-0.010075239,0.060628592,4.11E-07,0.286387405,-0.483510845,-0.033240398,0.76989825
1466,14662018,-0.033680407,-0.033766757,0.004394185,-0.041518414,0.098304645,-0.032418885,-0.028334755,0.020052247,-0.048387002,0.020859962,2.71E-07,1.114180645,0.038089427,0.07867226,1.076091218
1467,14672018,0.017013243,0.016340636,0.040604675,-0.077694973,-0.02744353,0.103432633,-0.006185431,0.020052247,-0.026237678,-0.014720106,1.41E-07,1.048774684,0.022415523,0.021200747,1.026359161
1468,14682018,-0.011571803,-0.008358658,0.003186426,0.00481159,0.002778457,0.027489801,0.017542264,0.020052247,-0.002509983,0.024840084,4.31E-07,0.396951319,0.138592206,0.009884143,0.258359113
1470,14702018,-0.039329176,-0.038901852,-0.051782053,0.077367356,-0.063076938,0.02565669,0.043617697,0.020052247,0.02356545,0.094675047,8.93E-07,0.673417545,0.047664654,0.013641297,0.625752891
1473,14732018,0.023228605,0.023502284,0.032089392,-0.085983496,0.001548155,0.057230674,0.010410005,0.020052247,-0.009642242,-0.008601124,1.60E-07,1.334875016,-0.000350618,-0.160955804,1.335225634
1474,14742018,0.003234132,0.004194721,0.011352837,-0.024684724,0.007073641,-0.000916434,0.026081568,0.020052247,0.006029321,0.027452878,2.49E-07,0.901798882,0.063812168,0.029318019,0.837986714
1475,14752018,6.64E-05,-0.004495582,0.019661532,-0.076056383,0.167501381,-0.061302886,-0.309051494,0.020052247,-0.329103741,-0.264853703,6.06E-06,0.323033232,-0.42538633,-0.368478419,0.748419561
1476,14762018,-0.023270596,-0.019802433,-0.097524249,0.160323684,-0.216043821,0.029447978,0.218371753,0.020052247,0.198319506,0.247058343,4.98E-08,1.374346657,0.166758196,-0.014637593,1.207588461
1477,14772018,-0.022741529,-0.019927003,-0.053670218,0.033569423,-0.07736031,0.077662955,0.121118304,0.020052247,0.101066057,0.147150202,7.96E-08,1.904175627,0.123708674,0.019659618,1.780466953
4401,44012018,0.002640289,-0.001323879,-0.015960393,0.041193018,-0.000464817,-0.035483769,0.059264053,0.020052247,0.039211806,0.084425644,1.88E-07,0.760196856,-0.09828057,0.010408866,0.858477427
4402,44022018,0.057103189,0.057592534,0.10207183,-0.135457817,0.027128703,-0.008209283,-0.096625937,0.020052247,-0.116678184,-0.144805288,8.82E-07,0.214137795,-0.055146028,-0.088975733,0.269283823
4406,44062018,-0.01764185,-0.014328188,-0.008159989,-0.005753068,0.067504522,-0.060706576,-0.005515688,0.020052247,-0.025567935,0.017013511,1.24E-06,0.973344551,0.098140404,0.062164704,0.875204147
4414,44142018,-0.084017454,-0.078393521,-0.007179924,-0.052529862,-0.044668436,0.052985911,-0.062340166,0.020052247,-0.082392413,-0.000119412,3.96E-08,0.689008355,0.289587012,0.289933133,0.399421343
4417,44172018,0.035061131,0.04108758,0.011474589,0.013446195,-0.119141527,0.025857526,0.096175119,0.020052247,0.076122872,0.063217408,2.51E-07,0.838424014,0.119191676,0.06407031,0.719232338
4419,44192018,0.004474308,0.009324801,-0.005504344,0.052544194,-0.128017197,0.069070569,-0.20212349,0.020052247,-0.222175737,-0.179142766,7.13E-06,0.057205971,-0.017907151,-0.110834788,0.075113122
4420,44202018,-0.022494945,-0.02318613,-0.054853183,0.055908319,-0.045582063,-0.05281232,0.061826522,0.020052247,0.041774275,0.086731862,8.13E-07,0.89238975,-0.006689374,0.116884837,0.899079124
4426,44262018,-0.057411387,-0.058091967,-0.064693344,0.122442773,-0.045668604,-0.000133063,0.067979308,0.020052247,0.047927062,0.150501836,2.21E-07,0.451472421,0.03292016,-0.127885301,0.41855226
4432,44322018,-0.061351868,-0.061743672,-0.066139183,0.046691764,-0.05837381,0.030383034,0.043152333,0.020052247,0.023100086,0.102292314,5.87E-07,1.165024998,0.101778987,-0.257909051,1.063246011
4433,44332018,0.000569526,0.002785731,-0.005705188,-0.001652205,-0.055807712,0.072845469,0.03862965,0.020052247,0.018577403,0.042829025,6.21E-07,0.996793758,0.062883107,-0.003594048,0.933910652
4438,44382018,0.07195456,0.080618819,0.072062082,-0.090167644,0.091500515,0.025934688,0.098586315,0.020052247,0.078534068,0.00646831,1.15E-07,1.527662779,0.353925768,0.133992407,1.173737011
6506,65062018,-0.082399894,-0.085011172,-0.09028112,0.098242666,-0.068516451,-0.000440479,0.04855511,0.020052247,0.028502863,0.149082201,4.79E-07,1.042788002,0.01218368,0.057700293,1.030604323
1402,14022017,-0.002730671,-0.003145129,-0.005735998,0.026215258,-0.031481701,0.020586543,0.027658109,0.020275882,0.007382227,0.058016322,1.95E-09,0.42427235,0.003877666,-0.004074865,0.420394684
1409,14092017,0.016029095,0.011644174,0.029630724,-0.002868794,-0.015079127,-0.007228499,0.008622334,0.020275882,-0.011653548,0.021109623,7.63E-09,0.275239576,0.018023512,-0.020364841,0.257216064
1410,14102017,-0.038668283,-0.041566376,-0.06436063,0.094293613,-0.076713107,-0.001240721,0.066004668,0.020275882,0.045728786,0.095577192,6.47E-07,0.345052901,-0.04308017,-0.019627661,0.388133072
1413,14132017,-0.006147785,0.024307404,-0.011871528,0.040922109,-0.164184823,-0.076686301,0.050666552,0.020275882,0.03039067,0.130140735,4.35E-07,1.366679403,0.413553418,-0.148755678,0.953125985
1414,14142017,0.057295405,0.055559782,0.05716334,-0.034185152,0.036092267,-0.010194451,0.019146542,0.020275882,-0.00112934,-0.026873467,2.14E-07,0.169398342,-0.04498491,-0.019104035,0.214383253
1417,14172017,-0.150772873,-0.158763155,-0.066766778,0.038392719,-0.04907836,0.088621091,-0.088522523,0.020275882,-0.108798405,0.052040802,1.93E-07,0.391967722,-0.18097238,-0.11228096,0.572940102
1418,14182017,-0.056361061,-0.050128139,0.084126279,-0.163051826,0.181310857,-0.033096343,-0.18149765,0.020275882,-0.201773532,-0.126305263,5.64E-07,0.924180726,-0.041880166,0.145317642,0.966060892
1419,14192017,0.141221396,0.136721326,0.093110894,-0.030202259,-0.008335831,0.01786831,0.099934368,0.020275882,0.079658487,-0.017864852,8.11E-08,0.120652984,0.012031315,0.018361102,0.108621669
1423,14232017,-0.030777145,-0.034241165,-0.019897928,0.049879595,-0.038536851,-0.019620949,0.01645019,0.020275882,-0.003825692,0.058832124,3.58E-07,0.244011447,0.010227158,0.004173875,0.233784289
